Assembly_Num,Id,Party,Speaker_Type,Primary_Role,Speech_Count,Total_Chars,First_Speech_Date,Keyword_Total,Boundary_Per_1k_Chars
제2대,김태희,무소속,의원,교통체신위원장대리,10,17849,1951-04-30,4,0.0
제2대,김용화,대한국민당,의원,의원,8,13824,1951-07-10,4,0.217
제2대,신태영,미상/직책자,정부/기타 직책자,국방부장관,21,26129,1952-04-03,3,0.077
제2대,이동환,무소속,의원,의원,12,11908,1950-11-07,3,0.0
제2대,곽태진,민주국민당,의원,의원,14,8529,1950-11-18,3,0.352
제2대,류홍,대한독립촉성국민회,의원,위원,3,5806,1952-07-03,3,0.517
제2대,신성모,미상/직책자,정부/기타 직책자,국방부장관,3,9911,1951-01-26,3,0.303
제2대,김형덕,무소속,의원,의원,13,14686,1950-11-01,3,0.0
제2대,장석윤,미상/직책자,정부/기타 직책자,내무부장관,10,17413,1952-01-22,3,0.172
제2대,윤영선,민주국민당,의원,의원,11,11593,1950-11-18,3,0.086
제2대,박팔봉,무소속,의원,의원,1,2155,1951-07-14,3,1.392
제2대,강직순,미상/직책자,정부/기타 직책자,체신부차관,8,9501,1951-03-31,3,0.105
제2대,김정기,무소속,의원,의원,8,5848,1950-11-01,3,0.513
제2대,이도영,무소속,의원,의원,9,10099,1951-09-04,3,0.0
제2대,김법린,미상/직책자,정부/기타 직책자,문교부장관,16,27147,1952-11-04,3,0.037
제2대,배은희,대한국민당,의원,의원,24,22500,1951-04-29,3,0.133
제2대,이갑성,무소속,의원,의원,15,6802,1950-12-16,3,0.147
제2대,김판석,대한청년단,의원,의원,13,9297,1950-11-07,3,0.323
제2대,강인택,미상/직책자,정부/기타 직책자,체신부장관,2,3572,1952-10-16,2,0.56
제2대,서상덕,대한청년단,의원,의원,31,38919,1950-11-22,2,0.0
