Assembly_Num,Role_Group,Speaker,Technology,Income,Labor,Immigration,Migration,Foreigner,Discourse_Development,Discourse_Boundary,Keyword_Total,Speech_Count,Total_Chars,Primary_Role,Keyword_Per_1k_Chars,Development_Per_1k_Chars,Boundary_Per_1k_Chars,Share_of_Chars
제4대,정부위원,김봉렬,0,0,0,0,0,0,0,0,0,34,8769,체신부경리국장,0.0,0.0,0.0,0.0011
제4대,정부위원,정영기,0,0,0,0,0,0,0,0,0,7,3960,상공부광무국장,0.0,0.0,0.0,0.0005
제4대,증인·참고인,권종림,0,0,0,0,0,0,0,0,0,11,1929,증인,0.0,0.0,0.0,0.00024
제4대,기타,홍성준,0,0,0,0,0,0,0,0,0,16,1166,서울지구병사구사령관,0.0,0.0,0.0,0.00015
제4대,증인·참고인,박윤식,0,0,0,0,0,0,0,0,0,14,1542,증인,0.0,0.0,0.0,0.00019
제4대,정부위원,거기에,0,0,0,0,0,0,0,0,0,2,851,해병대사령부인사국장,0.0,0.0,0.0,0.00011
제4대,증인·참고인,박삼철,0,0,0,0,0,0,0,0,0,1,214,증인,0.0,0.0,0.0,0.00003
제4대,증인·참고인,권소협이,0,0,0,0,0,0,0,0,0,2,72,증인,0.0,0.0,0.0,0.00001
제4대,정부위원,월별로,0,0,0,0,0,0,0,0,0,1,6,육군특무부대경리실장,0.0,0.0,0.0,0.0
제4대,증인·참고인,정남규,0,0,0,0,0,0,0,0,0,22,814,증인,0.0,0.0,0.0,0.0001
제4대,정부위원,우선,0,0,0,0,0,0,0,0,0,1,281,육군본부인사국장,0.0,0.0,0.0,0.00004
제4대,증인·참고인,서득용,0,0,0,0,0,0,0,0,0,12,420,증인,0.0,0.0,0.0,0.00005
제4대,기타,총병력이,0,0,0,0,0,0,0,0,0,1,58,육군의무교육기지부사령관,0.0,0.0,0.0,0.00001
제4대,기타,예결에서,0,0,0,0,0,0,0,0,0,1,53,육군본부조달차장,0.0,0.0,0.0,0.00001
제4대,정부위원,한계를,0,0,0,0,0,0,0,0,0,1,34,국방부총무국장대리,0.0,0.0,0.0,0.0
제4대,의원,이동진,0,0,0,0,0,0,0,0,0,1,745,위원,0.0,0.0,0.0,0.00009
제4대,증인·참고인,김성용,0,0,0,0,0,0,0,0,0,3,6202,증인,0.0,0.0,0.0,0.00078
제4대,정부위원,어떻게,0,0,0,0,0,0,0,0,0,1,31,국방부총무국장대리,0.0,0.0,0.0,0.0
제4대,기타,거기에,0,0,0,0,0,0,0,0,0,1,390,진해해군통제사령관,0.0,0.0,0.0,0.00005
제4대,기타,이용을,0,0,0,0,0,0,0,0,0,1,19,충청남도지구병사구사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,김봉두,0,0,0,0,0,0,0,0,0,10,526,증인,0.0,0.0,0.0,0.00007
제4대,정부위원,작년에도,0,0,0,0,0,0,0,0,0,1,67,육군본부인사국장,0.0,0.0,0.0,0.00001
제4대,정부위원,이규일,0,0,0,0,0,0,0,0,0,4,728,공보실방송관리국장,0.0,0.0,0.0,0.00009
제4대,국무위원,이성호,0,0,0,0,0,0,0,0,0,1,139,재무장관,0.0,0.0,0.0,0.00002
제4대,증인·참고인,김만,0,0,0,0,0,0,0,0,0,3,376,증인,0.0,0.0,0.0,0.00005
제4대,증인·참고인,김순희,0,0,0,0,0,0,0,0,0,14,1632,증인,0.0,0.0,0.0,0.0002
제4대,정부위원,김석근,0,0,0,0,0,0,0,0,0,2,338,해군본부경리부국장,0.0,0.0,0.0,0.00004
제4대,정부위원,봉급에,0,0,0,0,0,0,0,0,0,1,60,헌병사령부경리실장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,제길윤,0,0,0,0,0,0,0,0,0,7,610,증인,0.0,0.0,0.0,0.00008
제4대,기타,그것이,0,0,0,0,0,0,0,0,0,1,230,병기기지사령부부사령관,0.0,0.0,0.0,0.00003
제4대,의원,심재현,0,0,0,0,0,0,0,0,0,1,419,위원,0.0,0.0,0.0,0.00005
제4대,증인·참고인,김봉준,0,0,0,0,0,0,0,0,0,21,3187,증인,0.0,0.0,0.0,0.0004
제4대,증인·참고인,석주암,0,0,0,0,0,0,0,0,0,33,4385,증인,0.0,0.0,0.0,0.00055
제4대,의원,이항령,0,0,0,0,0,0,0,0,0,1,182,전문위원,0.0,0.0,0.0,0.00002
제4대,기타,이흥배,0,0,0,0,0,0,0,0,0,1,669,심계원차장,0.0,0.0,0.0,0.00008
제4대,정부위원,이번에,0,0,0,0,0,0,0,0,0,1,202,육군본부총무국장,0.0,0.0,0.0,0.00003
제4대,증인·참고인,권찬주,0,0,0,0,0,0,0,0,0,10,632,증인,0.0,0.0,0.0,0.00008
제4대,기타,중사,0,0,0,0,0,0,0,0,0,1,21,병기기지사령부부사령관,0.0,0.0,0.0,0.0
제4대,기타,김충남,0,0,0,0,0,0,0,0,0,1,280,해군참모차장,0.0,0.0,0.0,0.00004
제4대,기타,최선을,0,0,0,0,0,0,0,0,0,1,28,해군함대사령관,0.0,0.0,0.0,0.0
제4대,정부위원,저희는,0,0,0,0,0,0,0,0,0,1,215,해군본부관리참모부장,0.0,0.0,0.0,0.00003
제4대,기타,오히려,0,0,0,0,0,0,0,0,0,1,53,진해해군통제부사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,교재창이,0,0,0,0,0,0,0,0,0,1,109,수로국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,김완길,0,0,0,0,0,0,0,0,0,5,4427,증인,0.0,0.0,0.0,0.00055
제4대,정부위원,군에서,0,0,0,0,0,0,0,0,0,1,254,국방부총무국장대리,0.0,0.0,0.0,0.00003
제4대,기타,전과,0,0,0,0,0,0,0,0,0,1,31,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,봉급,0,0,0,0,0,0,0,0,0,1,76,해군본부인사국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,허판수,0,0,0,0,0,0,0,0,0,16,3525,증인,0.0,0.0,0.0,0.00044
제4대,정부위원,이우용,0,0,0,0,0,0,0,0,0,12,1830,해군본부경리국장,0.0,0.0,0.0,0.00023
제4대,정부위원,이중춘,0,0,0,0,0,0,0,0,0,1,555,농림부양정국장,0.0,0.0,0.0,0.00007
제4대,정부위원,저희들이,0,0,0,0,0,0,0,0,0,4,589,해병대사령부군수국장,0.0,0.0,0.0,0.00007
제4대,의원,이병용,0,0,0,0,0,0,0,0,0,1,37,전문위원,0.0,0.0,0.0,0.0
제4대,기타,김장훈,0,0,0,0,0,0,0,0,0,1,119,함대부사령관,0.0,0.0,0.0,0.00001
제4대,증인·참고인,장병균,0,0,0,0,0,0,0,0,0,28,2551,증인,0.0,0.0,0.0,0.00032
제4대,정부위원,일관된,0,0,0,0,0,0,0,0,0,1,24,국방부경리국장,0.0,0.0,0.0,0.0
제4대,정부위원,강두기,0,0,0,0,0,0,0,0,0,4,1428,해무청시설국장,0.0,0.0,0.0,0.00018
제4대,기타,훈련소에,0,0,0,0,0,0,0,0,0,1,42,경상남도지구병사구사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,권병호,0,0,0,0,0,0,0,0,0,12,658,국방부정훈국장,0.0,0.0,0.0,0.00008
제4대,의원,박병권,0,0,0,0,0,0,0,0,0,1,26,위원,0.0,0.0,0.0,0.0
제4대,기타,박건원,0,0,0,0,0,0,0,0,0,4,785,헌병사령부부사령관,0.0,0.0,0.0,0.0001
제4대,정부위원,사실은,0,0,0,0,0,0,0,0,0,1,465,육군본부인사국장,0.0,0.0,0.0,0.00006
제4대,의원,윤택선,0,0,0,0,0,0,0,0,0,8,4847,전문위원,0.0,0.0,0.0,0.00061
제4대,정부위원,대위,0,0,0,0,0,0,0,0,0,17,560,부산경비사령부장,0.0,0.0,0.0,0.00007
제4대,증인·참고인,정상숙,0,0,0,0,0,0,0,0,0,15,713,증인,0.0,0.0,0.0,0.00009
제4대,정부위원,없습니다,0,0,0,0,0,0,0,0,0,1,21,수로국장,0.0,0.0,0.0,0.0
제4대,정부위원,작전에,0,0,0,0,0,0,0,0,0,1,32,공군작전참모부장,0.0,0.0,0.0,0.0
제4대,정부위원,본부에서,0,0,0,0,0,0,0,0,0,1,51,공군본부경리국장,0.0,0.0,0.0,0.00001
제4대,기타,육군에서,0,0,0,0,0,0,0,0,0,1,69,경상북도병사구사령관,0.0,0.0,0.0,0.00001
제4대,기타,나머지는,0,0,0,0,0,0,0,0,0,1,16,부산경비사령관,0.0,0.0,0.0,0.0
제4대,의원,서일교,0,0,0,0,0,0,0,0,0,20,1590,전문위원,0.0,0.0,0.0,0.0002
제4대,의원,김영륜,0,0,0,0,0,0,0,0,0,1,1861,전문위원,0.0,0.0,0.0,0.00023
제4대,기타,곤란한,0,0,0,0,0,0,0,0,0,1,41,인천경비부사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,김영간,0,0,0,0,0,0,0,0,0,1,907,법무부법무국장,0.0,0.0,0.0,0.00011
제4대,기타,제가,0,0,0,0,0,0,0,0,0,3,292,병기기지사령부부사령관,0.0,0.0,0.0,0.00004
제4대,정부위원,저희들은,0,0,0,0,0,0,0,0,0,1,181,공군사관학교정보국장,0.0,0.0,0.0,0.00002
제4대,정부위원,정의택,0,0,0,0,0,0,0,0,0,17,4941,문교부보통교육국장,0.0,0.0,0.0,0.00062
제4대,기타,수령을,0,0,0,0,0,0,0,0,0,1,48,충청남도지구병사구사령관,0.0,0.0,0.0,0.00001
제4대,기타,종전에,0,0,0,0,0,0,0,0,0,1,40,충청남도지구병사구사령관,0.0,0.0,0.0,0.00001
제4대,의원,이환녕,0,0,0,0,0,0,0,0,0,2,831,전문위원,0.0,0.0,0.0,0.0001
제4대,정부위원,이강내,0,0,0,0,0,0,0,0,0,1,65,헌병부장,0.0,0.0,0.0,0.00001
제4대,기타,현재까지,0,0,0,0,0,0,0,0,0,1,108,육군특무부대내정처장,0.0,0.0,0.0,0.00001
제4대,미상,류지원,0,0,0,0,0,0,0,0,0,1,394,"",0.0,0.0,0.0,0.00005
제4대,정부위원,김창옥,0,0,0,0,0,0,0,0,0,1,334,해병대군수국장,0.0,0.0,0.0,0.00004
제4대,기타,연간,0,0,0,0,0,0,0,0,0,1,160,공군본부관리차장,0.0,0.0,0.0,0.00002
제4대,기타,해병대사,0,0,0,0,0,0,0,0,0,2,87,령부작전교육국차장,0.0,0.0,0.0,0.00001
제4대,기타,수의계약,0,0,0,0,0,0,0,0,0,1,182,육군본부조달차장,0.0,0.0,0.0,0.00002
제4대,증인·참고인,안광훈,0,0,0,0,0,0,0,0,0,24,1572,증인,0.0,0.0,0.0,0.0002
제4대,증인·참고인,이양수,0,0,0,0,0,0,0,0,0,16,3578,증인,0.0,0.0,0.0,0.00045
제4대,정부위원,현재,0,0,0,0,0,0,0,0,0,1,26,해병대사령부군수국장,0.0,0.0,0.0,0.0
제4대,기타,법적,0,0,0,0,0,0,0,0,0,1,15,충청남도지구병사구사령관,0.0,0.0,0.0,0.0
제4대,기타,징병검사,0,0,0,0,0,0,0,0,0,1,16,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,의원,유태영,0,0,0,0,0,0,0,0,0,19,17583,전문위원,0.0,0.0,0.0,0.0022
제4대,정부위원,한상구,0,0,0,0,0,0,0,0,0,2,742,외자청경리국장,0.0,0.0,0.0,0.00009
제4대,정부위원,적어도,0,0,0,0,0,0,0,0,0,1,81,해군본부인사국장,0.0,0.0,0.0,0.00001
제4대,기타,사람이,0,0,0,0,0,0,0,0,0,1,101,병기기지사령부부사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,명칭은,0,0,0,0,0,0,0,0,0,1,59,육군본부인사국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,연락해서,0,0,0,0,0,0,0,0,0,1,5,증인,0.0,0.0,0.0,0.0
제4대,의원,김찬현,0,0,0,0,0,0,0,0,0,1,938,위원,0.0,0.0,0.0,0.00012
제4대,기타,현지,0,0,0,0,0,0,0,0,0,1,63,해군함대사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,임춘무,0,0,0,0,0,0,0,0,0,2,1940,내무부통계국장,0.0,0.0,0.0,0.00024
제4대,증인·참고인,김봉규,0,0,0,0,0,0,0,0,0,42,1997,증인,0.0,0.0,0.0,0.00025
제4대,정부위원,말씀하신,0,0,0,0,0,0,0,0,0,1,13,국방부총무국장대리,0.0,0.0,0.0,0.0
제4대,정부위원,그렇게,0,0,0,0,0,0,0,0,0,2,265,육군본부총무국장,0.0,0.0,0.0,0.00003
제4대,정부위원,확실한,0,0,0,0,0,0,0,0,0,1,19,국방부총무국장대리,0.0,0.0,0.0,0.0
제4대,기타,함정은,0,0,0,0,0,0,0,0,0,1,240,해군함대사령관,0.0,0.0,0.0,0.00003
제4대,증인·참고인,김희덕,0,0,0,0,0,0,0,0,0,35,3988,증인,0.0,0.0,0.0,0.0005
제4대,증인·참고인,천기홍,0,0,0,0,0,0,0,0,0,14,975,증인,0.0,0.0,0.0,0.00012
제4대,정부위원,최윤기,0,0,0,0,0,0,0,0,0,7,746,외자청구매국장,0.0,0.0,0.0,0.00009
제4대,정부위원,북한에서,0,0,0,0,0,0,0,0,0,1,178,공군작전참모부장,0.0,0.0,0.0,0.00002
제4대,정부위원,제대증을,0,0,0,0,0,0,0,0,0,1,176,육군본부인사국장,0.0,0.0,0.0,0.00002
제4대,정부위원,이병선,0,0,0,0,0,0,0,0,0,1,115,해군본부경리국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,최원구,0,0,0,0,0,0,0,0,0,14,3131,증인,0.0,0.0,0.0,0.00039
제4대,정부위원,신문은,0,0,0,0,0,0,0,0,0,1,101,육군본부인사국장,0.0,0.0,0.0,0.00001
제4대,기타,김진형,0,0,0,0,0,0,0,0,0,2,2026,한국은행총재,0.0,0.0,0.0,0.00025
제4대,증인·참고인,김효창,0,0,0,0,0,0,0,0,0,28,6759,증인,0.0,0.0,0.0,0.00085
제4대,기타,강태승,0,0,0,0,0,0,0,0,0,1,63,해군대학총장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,정경도,0,0,0,0,0,0,0,0,0,6,970,증인,0.0,0.0,0.0,0.00012
제4대,정부위원,박원석,0,0,0,0,0,0,0,0,0,12,1845,공군본부군수국장,0.0,0.0,0.0,0.00023
제4대,정부위원,연참에서,0,0,0,0,0,0,0,0,0,1,13,공군작전참모부장,0.0,0.0,0.0,0.0
제4대,기타,송재규,0,0,0,0,0,0,0,0,0,1,28,농업은행특수업무부차장,0.0,0.0,0.0,0.0
제4대,증인·참고인,정순조,0,0,0,0,0,0,0,0,0,11,631,증인,0.0,0.0,0.0,0.00008
제4대,정부위원,양회경,0,0,0,0,0,0,0,0,0,1,57,해군본부정보국장,0.0,0.0,0.0,0.00001
제4대,기타,저희들,0,0,0,0,0,0,0,0,0,1,95,인천경비부사령관,0.0,0.0,0.0,0.00001
제4대,증인·참고인,노태선,0,0,0,0,0,0,0,0,0,13,697,증인,0.0,0.0,0.0,0.00009
제4대,정부위원,이용철,0,0,0,0,0,0,0,0,0,7,1325,재무부세관국장,0.0,0.0,0.0,0.00017
제4대,증인·참고인,이갑도,0,0,0,0,0,0,0,0,0,24,848,증인,0.0,0.0,0.0,0.00011
제4대,정부위원,균등히,0,0,0,0,0,0,0,0,0,1,159,육군본부총무국장,0.0,0.0,0.0,0.00002
제4대,정부위원,알고는,0,0,0,0,0,0,0,0,0,1,47,육군본부인사국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,박종표,0,0,0,0,0,0,0,0,0,36,2323,증인,0.0,0.0,0.0,0.00029
제4대,기타,사실은,0,0,0,0,0,0,0,0,0,1,14,해군함대사령관,0.0,0.0,0.0,0.0
제4대,기타,배영호,0,0,0,0,0,0,0,0,0,7,6075,법원행정처장,0.0,0.0,0.0,0.00076
제4대,기타,책정된,0,0,0,0,0,0,0,0,0,1,54,병기기지사령부부사령관,0.0,0.0,0.0,0.00001
제4대,기타,여기에,0,0,0,0,0,0,0,0,0,1,116,해군함대사령관,0.0,0.0,0.0,0.00001
제4대,기타,오바,0,0,0,0,0,0,0,0,0,1,225,진해해군통제부사령관,0.0,0.0,0.0,0.00003
제4대,정부위원,특별한,0,0,0,0,0,0,0,0,0,1,50,수로국장,0.0,0.0,0.0,0.00001
제4대,정부위원,최구철,0,0,0,0,0,0,0,0,0,2,215,교통부총무국장,0.0,0.0,0.0,0.00003
제4대,기타,시골에,0,0,0,0,0,0,0,0,0,1,42,경상북도병사구사령관,0.0,0.0,0.0,0.00001
제4대,기타,현재로서,0,0,0,0,0,0,0,0,0,1,81,해군함대사령관,0.0,0.0,0.0,0.00001
제4대,기타,사무용품,0,0,0,0,0,0,0,0,0,1,23,인천경비부사령관,0.0,0.0,0.0,0.0
제4대,기타,금년도,0,0,0,0,0,0,0,0,0,1,108,공군본부관리처장,0.0,0.0,0.0,0.00001
제4대,기타,최경록,0,0,0,0,0,0,0,0,0,1,250,국방연구원장,0.0,0.0,0.0,0.00003
제4대,국무위원,이동환,0,0,0,0,0,0,0,0,0,6,1225,내무부차관,0.0,0.0,0.0,0.00015
제4대,정부위원,변시민,0,0,0,0,0,0,0,0,0,3,1120,문교부문화국장,0.0,0.0,0.0,0.00014
제4대,기타,저희,0,0,0,0,0,0,0,0,0,2,166,교육총본부부총장,0.0,0.0,0.0,0.00002
제4대,기타,조용순,0,0,0,0,0,0,0,0,0,1,1475,대법원장,0.0,0.0,0.0,0.00018
제4대,기타,현찰이,0,0,0,0,0,0,0,0,0,1,31,경상남도지구병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,연구는,0,0,0,0,0,0,0,0,0,1,154,국방부경리국장,0.0,0.0,0.0,0.00002
