Assembly_Num,Role_Group,Speaker,Technology,Income,Labor,Immigration,Migration,Foreigner,Discourse_Development,Discourse_Boundary,Keyword_Total,Speech_Count,Total_Chars,Primary_Role,Keyword_Per_1k_Chars,Development_Per_1k_Chars,Boundary_Per_1k_Chars,Share_of_Chars
제3대,정부위원,이순용,0,0,0,0,0,0,0,0,0,7,1079,외자청장,0.0,0.0,0.0,0.00016
제3대,의장단,최문흠,0,0,0,0,0,0,0,0,0,1,281,임시의장,0.0,0.0,0.0,0.00004
제3대,정부위원,강명옥,0,0,0,0,0,0,0,0,0,1,849,법무부법제실장,0.0,0.0,0.0,0.00013
제3대,국무위원,박술음,0,0,0,0,0,0,0,0,0,3,4073,사회부장관,0.0,0.0,0.0,0.00062
제3대,의원,황병수,0,0,0,0,0,0,0,0,0,1,1077,의원,0.0,0.0,0.0,0.00016
제3대,국무위원,배응식,0,0,0,0,0,0,0,0,0,1,4611,상공부차관,0.0,0.0,0.0,0.0007
제3대,정부위원,톤당,0,0,0,0,0,0,0,0,0,1,211,고등교육국장,0.0,0.0,0.0,0.00003
제3대,의장단,회의록,0,0,0,0,0,0,0,0,0,1,51,부의장,0.0,0.0,0.0,0.00001
제3대,국무위원,김선기,0,0,0,0,0,0,0,0,0,3,1605,문교부차관,0.0,0.0,0.0,0.00025
제3대,사무처,김용우,0,0,0,0,0,0,0,0,0,3,1116,사무총장,0.0,0.0,0.0,0.00017
제3대,의원,정갑식,0,0,0,0,0,0,0,0,0,1,596,의원,0.0,0.0,0.0,0.00009
제3대,정부위원,서정학,0,0,0,0,0,0,0,0,0,5,5065,내무부치안국장,0.0,0.0,0.0,0.00077
제3대,국무위원,조응천,0,0,0,0,0,0,0,0,0,2,2040,체신부차관,0.0,0.0,0.0,0.00031
제3대,국무위원,정낙훈,0,0,0,0,0,0,0,0,0,3,2053,농림부장관,0.0,0.0,0.0,0.00031
제3대,국무위원,임석무,0,0,0,0,0,0,0,0,0,7,10997,법무부차관,0.0,0.0,0.0,0.00168
제3대,국무위원,홍진기,0,0,0,0,0,0,0,0,0,2,533,법무부장관,0.0,0.0,0.0,0.00008
제3대,의장단,최수주,0,0,0,0,0,0,0,0,0,1,24,부의장,0.0,0.0,0.0,0.0
제3대,의원,도의원,0,0,0,0,0,0,0,0,0,1,20,의원,0.0,0.0,0.0,0.0
제3대,정부위원,이우룡,0,0,0,0,0,0,0,0,0,2,877,해군본부예산국장,0.0,0.0,0.0,0.00013
제3대,정부위원,지창하,0,0,0,0,0,0,0,0,0,12,545,체신부경리국장,0.0,0.0,0.0,0.00008
제3대,정부위원,김병구,0,0,0,0,0,0,0,0,0,5,806,양정국장,0.0,0.0,0.0,0.00012
제3대,정부위원,김봉관,0,0,0,0,0,0,0,0,0,1,66,양정국장,0.0,0.0,0.0,0.00001
제3대,의장단,한성수,0,0,0,0,0,0,0,0,0,2,796,부의장,0.0,0.0,0.0,0.00012
제3대,의원,윤택선,0,0,0,0,0,0,0,0,0,5,1007,전문위원,0.0,0.0,0.0,0.00015
제3대,정부위원,이근칠,0,0,0,0,0,0,0,0,0,2,545,문교부고등교육국장,0.0,0.0,0.0,0.00008
제3대,의원,홍영기,0,0,0,0,0,0,0,0,0,3,247,전문위원,0.0,0.0,0.0,0.00004
제3대,정부위원,유정식,0,0,0,0,0,0,0,0,0,1,1011,전매청연초국장,0.0,0.0,0.0,0.00015
제3대,정부위원,이종태,0,0,0,0,0,0,0,0,0,1,245,전매청총무국장,0.0,0.0,0.0,0.00004
제3대,위원장,김익로,0,0,0,0,0,0,0,0,0,6,5403,징계자격위원장,0.0,0.0,0.0,0.00083
제3대,정부위원,신현주,0,0,0,0,0,0,0,0,0,3,2266,서울특별시건설국장,0.0,0.0,0.0,0.00035
제3대,위원장,표는,0,0,0,0,0,0,0,0,0,1,904,상임위원장,0.0,0.0,0.0,0.00014
제3대,사무처,박종만,0,0,0,0,0,0,0,0,0,6,836,사무총장,0.0,0.0,0.0,0.00013
제3대,의원,송문경,0,0,0,0,0,0,0,0,0,1,1499,의원,0.0,0.0,0.0,0.00023
제3대,정부위원,이창규,0,0,0,0,0,0,0,0,0,1,2233,사세청장,0.0,0.0,0.0,0.00034
제3대,정부위원,이용철,0,0,0,0,0,0,0,0,0,2,1010,재무부관재국장,0.0,0.0,0.0,0.00015
제3대,국무위원,김호직,0,0,0,0,0,0,0,0,0,3,2090,문교부차관,0.0,0.0,0.0,0.00032
제3대,정부위원,박상운,0,0,0,0,0,0,0,0,0,3,839,상공부전기국장,0.0,0.0,0.0,0.00013
제3대,기타,김석범,0,0,0,0,0,0,0,0,0,1,467,해병사령관,0.0,0.0,0.0,0.00007
제3대,정부위원,길경복,0,0,0,0,0,0,0,0,0,1,1406,서울특별시경찰국장,0.0,0.0,0.0,0.00021
제3대,기타,김대식,0,0,0,0,0,0,0,0,0,7,5520,해병대사령관,0.0,0.0,0.0,0.00084
제3대,정부위원,이규석,0,0,0,0,0,0,0,0,0,3,700,농림부양정국장,0.0,0.0,0.0,0.00011
제3대,국무위원,김병윤,0,0,0,0,0,0,0,0,0,14,16226,농림부차관,0.0,0.0,0.0,0.00248
제3대,위원장,류순식,0,0,0,0,0,0,0,0,0,1,1364,사회보건위원장대리,0.0,0.0,0.0,0.00021
제3대,의원,참의원,0,0,0,0,0,0,0,0,0,1,9,의원,0.0,0.0,0.0,0.0
제3대,의원,김두환,0,0,0,0,0,0,0,0,0,1,430,의원,0.0,0.0,0.0,0.00007
제3대,국무위원,이상룡,0,0,0,0,0,0,0,0,0,1,309,내무부차관,0.0,0.0,0.0,0.00005
제3대,기타,정홍섭,0,0,0,0,0,0,0,0,0,2,2263,사무차장,0.0,0.0,0.0,0.00035
제3대,정부위원,이호진,0,0,0,0,0,0,0,0,0,1,1382,의사국장,0.0,0.0,0.0,0.00021
제3대,정부위원,조병욱,0,0,0,0,0,0,0,0,0,1,1058,서울대학교교학국장,0.0,0.0,0.0,0.00016
제3대,정부위원,민한기,0,0,0,0,0,0,0,0,0,1,901,내무부토목국장,0.0,0.0,0.0,0.00014
제3대,정부위원,백선진,0,0,0,0,0,0,0,0,0,1,382,국방부관리국장,0.0,0.0,0.0,0.00006
제3대,의원,염우양,0,0,0,0,0,0,0,0,0,1,394,의원,0.0,0.0,0.0,0.00006
제3대,기타,노진설,0,0,0,0,0,0,0,0,0,10,4183,심계원장,0.0,0.0,0.0,0.00064
제3대,정부위원,이규성,0,0,0,0,0,0,0,0,0,1,706,공군본부군수국장,0.0,0.0,0.0,0.00011
제3대,정부위원,변정규,0,0,0,0,0,0,0,0,0,13,1866,농지관리국장,0.0,0.0,0.0,0.00029
제3대,위원장,강인택,0,0,0,0,0,0,0,0,0,2,1645,감찰위원장,0.0,0.0,0.0,0.00025
제3대,기타,손노티,0,0,0,0,0,0,0,0,0,2,1462,외자구매처장,0.0,0.0,0.0,0.00022
제3대,정부위원,박도수,0,0,0,0,0,0,0,0,0,1,3086,농림부양정국장,0.0,0.0,0.0,0.00047
제3대,의원,이동환,0,0,0,0,0,0,0,0,0,15,4043,전문위원,0.0,0.0,0.0,0.00062
제3대,의원,백재홍,0,0,0,0,0,0,0,0,0,1,793,의원,0.0,0.0,0.0,0.00012
제3대,정부위원,최윤기,0,0,0,0,0,0,0,0,0,1,530,외자청관리국장,0.0,0.0,0.0,0.00008
제3대,정부위원,장하정,0,0,0,0,0,0,0,0,0,1,867,부흥부기획국장,0.0,0.0,0.0,0.00013
제3대,기타,신태익,0,0,0,0,0,0,0,0,0,2,8470,법제처장,0.0,0.0,0.0,0.00129
제3대,의원,이영의,0,0,0,0,0,0,0,0,0,1,15,의원,0.0,0.0,0.0,0.0
제3대,의원,황숙현,0,0,0,0,0,0,0,0,0,1,989,농림위원회전문위원,0.0,0.0,0.0,0.00015
제3대,정부위원,김종원,0,0,0,0,0,0,0,0,0,1,1646,내무부치안국장,0.0,0.0,0.0,0.00025
제3대,기타,갈홍기,0,0,0,0,0,0,0,0,0,4,742,공보처장,0.0,0.0,0.0,0.00011
제3대,기타,우만형,0,0,0,0,0,0,0,0,0,6,5350,사무차장,0.0,0.0,0.0,0.00082
제3대,정부위원,이것은,0,0,0,0,0,0,0,0,0,1,38,문화국장,0.0,0.0,0.0,0.00001
제3대,정부위원,김장흥,0,0,0,0,0,0,0,0,0,1,837,치안국장,0.0,0.0,0.0,0.00013
제3대,정부위원,강종무,0,0,0,0,0,0,0,0,0,8,2724,농림부농지관리국장,0.0,0.0,0.0,0.00042
제3대,정부위원,숫자적인,0,0,0,0,0,0,0,0,0,1,493,부흥부기획국장,0.0,0.0,0.0,0.00008
제3대,의원,조인상,0,0,0,0,0,0,0,0,0,1,91,위원,0.0,0.0,0.0,0.00001
제3대,의원,박영진,0,0,0,0,0,0,0,0,0,1,53,의원,0.0,0.0,0.0,0.00001
제3대,기타,김병로,0,0,0,0,0,0,0,0,0,1,1797,전대법원장,0.0,0.0,0.0,0.00027
제4대,국무위원,송인상,226,146,31,14,39,16,403,69,472,420,943978,재무부장관,0.5,0.427,0.073,0.11809
제4대,국무위원,손창환,52,7,80,12,7,2,139,21,160,81,141163,보건사회부장관,1.133,0.985,0.149,0.01766
제4대,국무위원,신현확,107,1,3,10,25,12,111,47,158,281,331961,부흥부장관,0.476,0.334,0.142,0.04153
제4대,국무위원,이근직,42,66,11,7,7,1,119,15,134,117,235961,농림부장관,0.568,0.504,0.064,0.02952
제4대,국무위원,김현철,21,77,3,4,16,5,101,25,126,183,416090,재무부장관,0.303,0.243,0.06,0.05205
제4대,정부위원,이호진,22,57,6,11,5,16,85,32,117,262,541038,의사국장,0.216,0.157,0.059,0.06768
제4대,국무위원,구용서,79,6,6,2,8,8,91,18,109,133,295687,상공부장관,0.369,0.308,0.061,0.03699
제4대,정부위원,권성기,67,11,2,1,7,1,80,9,89,118,142710,해무청장,0.624,0.561,0.063,0.01785
제4대,국무위원,김일환,72,0,1,8,2,1,73,11,84,188,212296,내무부장관,0.396,0.344,0.052,0.02656
제4대,국무위원,최재유,68,1,0,5,3,4,69,12,81,112,208482,문교부장관,0.389,0.331,0.058,0.02608
제4대,국무위원,정재설,41,11,12,3,7,0,64,10,74,95,197781,농림부장관,0.374,0.324,0.051,0.02474
제4대,정부위원,서상준,54,4,0,5,2,6,58,13,71,344,129743,총무국장,0.547,0.447,0.1,0.01623
제4대,국무위원,김병윤,35,24,3,6,1,0,62,7,69,171,201684,농림부차관,0.342,0.307,0.035,0.02523
제4대,국무위원,김의창,58,1,2,0,2,3,61,5,66,169,141636,상공부차관,0.466,0.431,0.035,0.01772
제4대,국무위원,천병규,11,38,0,1,11,1,49,13,62,128,147130,재무부차관,0.421,0.333,0.088,0.01841
제4대,국무위원,김선기,44,0,8,1,3,1,52,5,57,122,143939,문교부차관,0.396,0.361,0.035,0.01801
제4대,의원,오표,2,3,45,0,0,0,50,0,50,65,14369,전문위원,3.48,3.48,0.0,0.0018
제4대,의원,류순식,34,0,0,8,5,0,34,13,47,257,79126,위원,0.594,0.43,0.164,0.0099
제4대,정부위원,전성천,23,0,0,12,9,1,23,22,45,86,118824,공보실장,0.379,0.194,0.185,0.01486
제4대,정부위원,권택상,1,42,0,0,0,0,43,0,43,80,38829,재무부사세국장,1.107,1.107,0.0,0.00486
제4대,국무위원,정영기,31,0,2,4,0,2,33,6,39,51,41755,부흥부차관,0.934,0.79,0.144,0.00522
제4대,기타,김법린,38,0,0,0,0,0,38,0,38,10,24810,원자력원장,1.532,1.532,0.0,0.0031
제4대,국무위원,문봉제,32,0,1,1,2,0,33,3,36,40,42325,교통부장관,0.851,0.78,0.071,0.00529
제4대,국무위원,김정렬,17,0,2,2,14,0,19,16,35,161,166592,국방부장관,0.21,0.114,0.096,0.02084
제4대,국무위원,오임근,6,23,0,0,1,1,29,2,31,125,106272,재무부차관,0.292,0.273,0.019,0.01329
제4대,기타,송요찬,25,0,2,2,1,0,27,3,30,71,53422,육군참모총장,0.562,0.505,0.056,0.00668
제4대,의원,류청,6,2,5,4,11,1,13,16,29,156,195420,위원,0.148,0.067,0.082,0.02445
제4대,국무위원,최규하,2,0,0,14,4,8,2,26,28,33,50314,외무부차관,0.557,0.04,0.517,0.00629
제4대,정부위원,김영준,22,1,0,0,2,2,23,4,27,28,46776,농림부산림국장,0.577,0.492,0.086,0.00585
제4대,국무위원,김정열,18,0,0,1,7,0,18,8,26,88,130312,국방부장관,0.2,0.138,0.061,0.0163
제4대,정부위원,오재경,15,0,0,1,9,1,15,11,26,52,75991,공보실장,0.342,0.197,0.145,0.00951
제4대,국무위원,홍진기,0,0,4,11,9,0,4,20,24,118,135506,법무부장관,0.177,0.03,0.148,0.01695
제4대,정부위원,민한식,22,0,0,0,1,0,22,1,23,20,19079,내무부토목국장,1.206,1.153,0.052,0.00239
제4대,증인·참고인,심상대,0,3,20,0,0,0,23,0,23,6,3442,증인,6.682,6.682,0.0,0.00043
제4대,의원,이천승,21,0,0,0,1,1,21,2,23,75,14825,전문위원,1.551,1.417,0.135,0.00185
제4대,정부위원,김웅수,21,0,0,0,1,0,21,1,22,43,24967,육군본부군수참모부장,0.881,0.841,0.04,0.00312
제4대,국무위원,조정환,3,0,0,12,3,1,3,16,19,36,35182,외무부장관,0.54,0.085,0.455,0.0044
제4대,기타,정남규,17,0,0,0,1,0,17,1,18,15,28163,농림부농사원장,0.639,0.604,0.036,0.00352
제4대,국무위원,박종식,2,0,0,0,0,16,2,16,18,110,49551,재무부차관,0.363,0.04,0.323,0.0062
제4대,정부위원,강용옥,15,0,1,0,1,0,16,1,17,21,7517,상공부공업국장,2.262,2.129,0.133,0.00094
제4대,증인·참고인,김용후,2,0,13,0,2,0,15,2,17,66,11159,증인,1.523,1.344,0.179,0.0014
제4대,정부위원,신두영,14,0,0,1,2,0,14,3,17,23,23253,국무원사무국장,0.731,0.602,0.129,0.00291
제4대,증인·참고인,이창우,2,0,14,0,0,0,16,0,16,68,5401,증인,2.962,2.962,0.0,0.00068
제4대,정부위원,전효섭,12,0,0,1,2,0,12,3,15,22,10258,상공부광무국장,1.462,1.17,0.292,0.00128
제4대,국무위원,민병기,9,0,1,4,1,0,10,5,15,66,64708,내무부장관,0.232,0.155,0.077,0.00809
제4대,정부위원,이남신,12,0,2,0,1,0,14,1,15,31,32743,농림부축정국장,0.458,0.428,0.031,0.0041
제4대,증인·참고인,이생우,1,0,12,0,1,0,13,1,14,27,7460,증인,1.877,1.743,0.134,0.00093
제4대,의원,류진산,3,0,0,1,10,0,3,11,14,154,132933,위원,0.105,0.023,0.083,0.01663
제4대,정부위원,이상현,13,0,0,0,0,1,13,1,14,17,26571,농림부농지관리국장,0.527,0.489,0.038,0.00332
제4대,증인·참고인,조대훈,0,0,13,0,0,0,13,0,13,36,3562,증인,3.65,3.65,0.0,0.00045
제4대,기타,구용서,4,0,0,0,4,4,4,8,12,17,23598,산업은행총재,0.509,0.17,0.339,0.00295
제4대,기타,명재억,11,1,0,0,0,0,12,0,12,8,13106,농림부중앙농사원장대리,0.916,0.916,0.0,0.00164
제4대,기타,김창규,11,0,0,0,1,0,11,1,12,28,18007,공군참모총장,0.666,0.611,0.056,0.00225
제4대,국무위원,이응준,10,0,0,0,1,0,10,1,11,22,12690,체신부장관,0.867,0.788,0.079,0.00159
제4대,국무위원,신효선,2,0,7,0,0,1,9,1,10,6,9705,보건사회부차관,1.03,0.927,0.103,0.00121
제4대,정부위원,윤태은,9,0,0,0,0,1,9,1,10,47,13023,체신부전무국장,0.768,0.691,0.077,0.00163
제4대,정부위원,유상근,0,0,9,0,0,0,9,0,9,8,10659,내무부통계국장,0.844,0.844,0.0,0.00133
제4대,정부위원,박철재,8,0,0,0,1,0,8,1,9,6,7493,문교부기술교육국장,1.201,1.068,0.133,0.00094
제4대,국무위원,신언한,3,0,2,0,1,3,5,4,9,50,57802,법무부차관,0.156,0.087,0.069,0.00723
제4대,국무위원,최세황,7,1,0,0,1,0,8,1,9,78,113574,국방부차관,0.079,0.07,0.009,0.01421
제4대,정부위원,김인권,6,0,1,0,2,0,7,2,9,56,39258,농림부농정국장,0.229,0.178,0.051,0.00491
제4대,기타,김종오,5,0,0,0,3,0,5,3,8,5,7636,교육총본부총장,1.048,0.655,0.393,0.00096
제4대,증인·참고인,이일해,0,1,7,0,0,0,8,0,8,21,1320,증인,6.061,6.061,0.0,0.00017
제4대,증인·참고인,김동순,0,0,8,0,0,0,8,0,8,30,3129,증인,2.557,2.557,0.0,0.00039
제4대,증인·참고인,정한주,0,0,7,0,1,0,7,1,8,19,2354,증인,3.398,2.974,0.425,0.00029
제4대,증인·참고인,김순길,0,0,7,0,0,0,7,0,7,59,4367,증인,1.603,1.603,0.0,0.00055
제4대,사무처,최정우,7,0,0,0,0,0,7,0,7,52,25784,사무총장,0.271,0.271,0.0,0.00323
제4대,증인·참고인,한옥신,0,0,0,0,7,0,0,7,7,45,29860,증인,0.234,0.0,0.234,0.00374
제4대,국무위원,석상옥,7,0,0,0,0,0,7,0,7,6,3721,교통부차관,1.881,1.881,0.0,0.00047
제4대,국무위원,송원영,6,0,0,0,1,0,6,1,7,132,20755,교통부차관,0.337,0.289,0.048,0.0026
제4대,기타,김대식,4,0,0,0,3,0,4,3,7,16,20311,해병대사령관,0.345,0.197,0.148,0.00254
제4대,증인·참고인,김덕겸,0,1,6,0,0,0,7,0,7,15,992,증인,7.056,7.056,0.0,0.00012
제4대,정부위원,이규성,5,0,0,0,1,0,5,1,6,26,5679,공군본부관리국장,1.057,0.88,0.176,0.00071
제4대,정부위원,최응복,0,6,0,0,0,0,6,0,6,25,18344,내무부지방국장,0.327,0.327,0.0,0.00229
제4대,증인·참고인,김창우,0,0,5,0,1,0,5,1,6,63,8790,증인,0.683,0.569,0.114,0.0011
제4대,국무위원,조응천,5,0,0,0,1,0,5,1,6,12,7765,체신부차관,0.773,0.644,0.129,0.00097
제4대,정부위원,박상운,6,0,0,0,0,0,6,0,6,15,7311,상공부전기국장,0.821,0.821,0.0,0.00091
제4대,증인·참고인,장낙중,0,0,6,0,0,0,6,0,6,19,1222,증인,4.91,4.91,0.0,0.00015
제4대,정부위원,이정용,2,0,0,1,3,0,2,4,6,31,40081,경상남도경찰국장,0.15,0.05,0.1,0.00501
제4대,국무위원,이성우,2,1,0,0,3,0,3,3,6,35,32583,내무부차관,0.184,0.092,0.092,0.00408
제4대,의원,류지원,2,0,2,1,1,0,4,2,6,129,30944,위원,0.194,0.129,0.065,0.00387
제4대,정부위원,현영일,5,0,0,0,1,0,5,1,6,18,6791,교통부시설국장,0.884,0.736,0.147,0.00085
제4대,위원장,김윤기,6,0,0,0,0,0,6,0,6,5,5113,국회의사당도안심사위원회위원장,1.173,1.173,0.0,0.00064
제4대,정부위원,김봉관,5,0,0,0,0,0,5,0,5,18,17277,농림부양정국장,0.289,0.289,0.0,0.00216
제4대,위원장,국회의사,5,0,0,0,0,0,5,0,5,9,3864,당건축설계도안심사위원장,1.294,1.294,0.0,0.00048
제4대,정부위원,김태동,3,0,0,2,0,0,3,2,5,16,6124,부흥부조정국장,0.816,0.49,0.327,0.00077
제4대,기타,류근창,5,0,0,0,0,0,5,0,5,29,4436,육군본부인사참모차장,1.127,1.127,0.0,0.00055
제4대,증인·참고인,신도철,0,0,5,0,0,0,5,0,5,20,1033,증인,4.84,4.84,0.0,0.00013
제4대,정부위원,박만규,3,1,0,0,1,0,4,1,5,6,5814,문교부편수국장,0.86,0.688,0.172,0.00073
제4대,국무위원,김동조,0,0,0,1,3,0,0,4,4,13,29656,외무부차관,0.135,0.0,0.135,0.00371
제4대,정부위원,김종대,0,0,0,0,3,1,0,4,4,32,23306,재무부이재국장,0.172,0.0,0.172,0.00292
제4대,증인·참고인,명주덕,1,0,3,0,0,0,4,0,4,51,6189,증인,0.646,0.646,0.0,0.00077
제4대,정부위원,황정철,4,0,0,0,0,0,4,0,4,36,15335,내무부토목국장,0.261,0.261,0.0,0.00192
제4대,정부위원,송정범,4,0,0,0,0,0,4,0,4,3,1426,부흥부기획국장,2.805,2.805,0.0,0.00018
제4대,정부위원,서정학,4,0,0,0,0,0,4,0,4,12,16400,내무부치안국장,0.244,0.244,0.0,0.00205
제4대,정부위원,이한빈,3,0,0,0,1,0,3,1,4,38,20748,재무부예산국장,0.193,0.145,0.048,0.0026
제4대,정부위원,박춘성,0,0,4,0,0,0,4,0,4,1,1239,내무부통계국장,3.228,3.228,0.0,0.00015
제4대,정부위원,이동세,4,0,0,0,0,0,4,0,4,12,1060,교통부경리국장,3.774,3.774,0.0,0.00013
제4대,기타,임흥순,3,0,0,0,1,0,3,1,4,22,11918,서울특별시장,0.336,0.252,0.084,0.00149
제4대,기타,이용운,3,0,0,0,1,0,3,1,4,36,12466,해군참모총장,0.321,0.241,0.08,0.00156
제4대,정부위원,김병주,3,0,0,0,1,0,3,1,4,37,5227,교통부자재국장대리,0.765,0.574,0.191,0.00065
제4대,정부위원,유충렬,2,0,0,2,0,0,2,2,4,6,7905,서울특별시경찰국장,0.506,0.253,0.253,0.00099
제4대,의원,이은복,2,1,0,0,0,0,3,0,3,11,7999,전문위원,0.375,0.375,0.0,0.001
제4대,정부위원,김정권,3,0,0,0,0,0,3,0,3,24,1730,육군본부정보국장,1.734,1.734,0.0,0.00022
제4대,기타,정긍모,3,0,0,0,0,0,3,0,3,5,9989,해군참모총장,0.3,0.3,0.0,0.00125
제4대,기타,신도성,0,0,0,1,2,0,0,3,3,53,28458,경상남도지사,0.105,0.0,0.105,0.00356
제4대,정부위원,지창하,3,0,0,0,0,0,3,0,3,19,4545,체신부경리국장,0.66,0.66,0.0,0.00057
제4대,정부위원,김서일,2,1,0,0,0,0,3,0,3,3,4349,상공부특허국장,0.69,0.69,0.0,0.00054
제4대,정부위원,안희경,1,0,2,0,0,0,3,0,3,15,14386,외자청장,0.209,0.209,0.0,0.0018
제4대,정부위원,주영복,3,0,0,0,0,0,3,0,3,5,1187,공군본부인사국장,2.527,2.527,0.0,0.00015
제4대,증인·참고인,이유근,0,1,2,0,0,0,3,0,3,5,1819,증인,1.649,1.649,0.0,0.00023
제4대,의원,김승진,3,0,0,0,0,0,3,0,3,4,2121,전문위원,1.414,1.414,0.0,0.00027
제4대,정부위원,민한기,3,0,0,0,0,0,3,0,3,2,3710,내무부토목국장,0.809,0.809,0.0,0.00046
제4대,위원장,김두일,0,0,0,2,1,0,0,3,3,22,24643,중앙선거위원장,0.122,0.0,0.122,0.00308
제4대,정부위원,김송환,0,2,0,0,1,0,2,1,3,20,9693,상공부상역국장,0.31,0.206,0.103,0.00121
제4대,기타,이경춘,3,0,0,0,0,0,3,0,3,4,411,공군본부군수국차장,7.299,7.299,0.0,0.00005
제4대,정부위원,정두길,1,0,0,0,1,1,1,2,3,31,3064,교통부공전국장,0.979,0.326,0.653,0.00038
제4대,정부위원,수리비의,3,0,0,0,0,0,3,0,3,1,156,육군본부관리국장,19.231,19.231,0.0,0.00002
제4대,증인·참고인,최경남,0,0,0,1,1,0,0,2,2,113,21465,증인,0.093,0.0,0.093,0.00269
제4대,의원,이회근,0,0,0,2,0,0,0,2,2,28,5622,전문위원,0.356,0.0,0.356,0.0007
제4대,정부위원,신현확,0,0,0,0,2,0,0,2,2,26,21335,외자청장서리,0.094,0.0,0.094,0.00267
제4대,정부위원,최창언,2,0,0,0,0,0,2,0,2,8,2243,육군본부정훈국장,0.892,0.892,0.0,0.00028
제4대,증인·참고인,김규성,0,0,2,0,0,0,2,0,2,6,622,증인,3.215,3.215,0.0,0.00008
제4대,기타,최하영,1,0,0,0,1,0,1,1,2,13,15553,심계원장,0.129,0.064,0.064,0.00195
제4대,정부위원,박동균,2,0,0,0,0,0,2,0,2,29,5569,육군본부병무국장,0.359,0.359,0.0,0.0007
제4대,기타,최영희,2,0,0,0,0,0,2,0,2,5,1651,교육총본부총장,1.211,1.211,0.0,0.00021
제4대,의원,류순석,0,0,0,0,2,0,0,2,2,2,8804,위원,0.227,0.0,0.227,0.0011
제4대,정부위원,이강학,1,0,0,1,0,0,1,1,2,27,18481,내무부치안국장,0.108,0.054,0.054,0.00231
제4대,국무위원,김치영,2,0,0,0,0,0,2,0,2,2,739,상공부차관,2.706,2.706,0.0,0.00009
제4대,기타,첫째,2,0,0,0,0,0,2,0,2,1,570,해병진해기지사령관,3.509,3.509,0.0,0.00007
제4대,정부위원,윤우경,1,0,0,0,0,1,1,1,2,64,48173,구황실재산관리사무총국장,0.042,0.021,0.021,0.00603
제4대,정부위원,안정근,2,0,0,0,0,0,2,0,2,16,13681,전매청장,0.146,0.146,0.0,0.00171
제4대,기타,이재룡,2,0,0,0,0,0,2,0,2,38,2391,부산병기기지사령관,0.836,0.836,0.0,0.0003
제4대,증인·참고인,류경호,1,0,0,0,1,0,1,1,2,116,2710,증인,0.738,0.369,0.369,0.00034
제4대,증인·참고인,박영두,0,0,0,1,1,0,0,2,2,38,11750,증인,0.17,0.0,0.17,0.00147
제4대,기타,백선엽,0,0,0,0,2,0,0,2,2,23,16952,연합참모본부총장,0.118,0.0,0.118,0.00212
제4대,정부위원,김인순,2,0,0,0,0,0,2,0,2,1,3709,보건사회부부녀국장,0.539,0.539,0.0,0.00046
제4대,정부위원,정의필,0,2,0,0,0,0,2,0,2,7,3594,문교부보통교육국장,0.556,0.556,0.0,0.00045
제4대,정부위원,오임근,2,0,0,0,0,0,2,0,2,23,25222,재무부예산국장,0.079,0.079,0.0,0.00316
제4대,기타,이효,2,0,0,0,0,0,2,0,2,27,3613,육군본부관리차장,0.554,0.554,0.0,0.00045
제4대,증인·참고인,윤용길,0,0,2,0,0,0,2,0,2,17,2928,증인,0.683,0.683,0.0,0.00037
제4대,정부위원,김효섭,2,0,0,0,0,0,2,0,2,1,1323,상공부광무국장,1.512,1.512,0.0,0.00017
제4대,정부위원,한상봉,1,0,0,0,1,0,1,1,2,9,2716,문교부고등교육국장,0.736,0.368,0.368,0.00034
제4대,증인·참고인,이영선,0,0,2,0,0,0,2,0,2,12,912,증인,2.193,2.193,0.0,0.00011
제4대,기타,원용덕,0,0,0,0,2,0,0,2,2,66,22695,헌병사령관,0.088,0.0,0.088,0.00284
제4대,국무위원,보대리,2,0,0,0,0,0,2,0,2,10,1878,국방부차관,1.065,1.065,0.0,0.00023
제4대,정부위원,이신득,1,0,0,0,0,1,1,1,2,21,8096,체신부우정국장,0.247,0.124,0.124,0.00101
제4대,증인·참고인,김동수,0,0,0,0,1,0,0,1,1,61,2160,증인,0.463,0.0,0.463,0.00027
제4대,국무위원,우만형,0,0,0,1,0,0,0,1,1,10,9242,내무부차관,0.108,0.0,0.108,0.00116
제4대,증인·참고인,황응수,0,0,0,0,1,0,0,1,1,17,7819,증인,0.128,0.0,0.128,0.00098
제4대,정부위원,명재억,1,0,0,0,0,0,1,0,1,1,529,농림부농사원교도국장,1.89,1.89,0.0,0.00007
제4대,정부위원,된장,1,0,0,0,0,0,1,0,1,1,493,육군본부군수국장,2.028,2.028,0.0,0.00006
제4대,증인·참고인,김성근,0,0,0,1,0,0,0,1,1,23,5026,증인,0.199,0.0,0.199,0.00063
제4대,정부위원,이성호,1,0,0,0,0,0,1,0,1,7,739,해군본부후방참모부장,1.353,1.353,0.0,0.00009
제4대,위원장,류순식,0,0,0,0,1,0,0,1,1,31,2731,위원장대리,0.366,0.0,0.366,0.00034
제4대,증인·참고인,이재기,1,0,0,0,0,0,1,0,1,33,1458,증인,0.686,0.686,0.0,0.00018
제4대,정부위원,변재갑,0,0,0,0,0,1,0,1,1,2,892,해병대관리국장,1.121,0.0,1.121,0.00011
제4대,정부위원,첫째,1,0,0,0,0,0,1,0,1,1,1751,육군본부군수국장,0.571,0.571,0.0,0.00022
