Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
정일형 의원(계속),8,3,0,1,4,50.0,민주당,서울 중구을,남,8선,지역구
조일환 의원,8,3,0,1,4,50.0,민주당,경북 대구시무,남,4선,지역구
최원수 의원,8,3,0,1,4,50.0,무소속,경북 영일갑,남,초선,지역구
김원규 의원,7,3,1,0,4,57.14285714285714,자유당,경북 영덕군,남,재선,지역구
김원태 의원,7,4,0,0,4,57.14285714285714,자유당,충북 괴산군,남,3선,지역구
김인호 위원,7,4,0,0,4,57.14285714285714,자유당,"경남 부산시,동래구",남,초선,지역구
농림위원장 변진갑,7,4,0,0,4,57.14285714285714,자유당,전남 장성군,남,3선,지역구
문교부보통교육국장 정의필,7,4,0,0,4,57.14285714285714,미상,미상,미상,미상,미상
신익희 의장,7,1,1,2,4,57.14285714285714,대한독립촉성국민회,전남 광주,남,3선,지역구
심계원차장 최하영,7,4,0,0,4,57.14285714285714,미상,미상,미상,미상,미상
외무부장관 임병직,7,3,0,1,4,57.14285714285714,미상,미상,미상,미상,미상
윤명운 의원,7,3,1,0,4,57.14285714285714,민주당,서울 영등포구갑,남,재선,지역구
이영섭 위원,7,4,0,0,4,57.14285714285714,자유당,경기 시흥,남,초선,지역구
재무부세관국장 이용철,7,4,0,0,4,57.14285714285714,미상,미상,미상,미상,미상
천세기 위원,7,4,0,0,4,57.14285714285714,무소속,경기 양평군,남,재선,지역구
교통체신위원장 신용욱,6,3,1,0,4,66.66666666666666,무소속,전북 고창을,남,재선,지역구
교통체신위원장 이종수,6,4,0,0,4,66.66666666666666,자유당,경남 김해을,남,3선,지역구
김성탁 위원,6,4,0,0,4,66.66666666666666,자유당,경남 울산군을,남,초선,지역구
김영선 의원(계속),6,4,0,0,4,66.66666666666666,자유당,충남 보령군,남,3선,지역구
김향수 위원,6,3,0,1,4,66.66666666666666,무소속,충남 당진,남,초선,지역구
농림부농지관리국이사관 김재도,6,4,0,0,4,66.66666666666666,미상,미상,미상,미상,미상
농림위원장 이영희,6,4,0,0,4,66.66666666666666,자유당,경남 의령,남,재선,지역구
문교위원장대리 윤일상,6,4,0,0,4,66.66666666666666,자유당,경기 강화,남,초선,지역구
박제환 의원,6,3,0,1,4,66.66666666666666,무소속,경기 부천,남,재선,지역구
박해정 의원(계속),6,3,0,1,4,66.66666666666666,민주당,경북 경산,남,4선,지역구
서한두 위원,6,4,0,0,4,66.66666666666666,자유당,경남 거창,남,초선,지역구
세관국장 안정근,6,3,0,1,4,66.66666666666666,미상,미상,미상,미상,미상
윤담 의원,6,4,0,0,4,66.66666666666666,대한독립촉성국민회,충남 논산을,남,3선,지역구
윤보선 의원(계속),6,3,0,1,4,66.66666666666666,민주국민당,서울 종로구갑,남,4선,지역구
재무부세관국장 안정근,6,4,0,0,4,66.66666666666666,미상,미상,미상,미상,미상
조헌영 위원,6,4,0,0,4,66.66666666666666,한국민주당,경북 영양,남,재선,지역구
증인 심상대,6,4,0,0,4,66.66666666666666,미상,미상,미상,미상,미상
기획처장 백두진,5,4,0,0,4,80.0,미상,미상,미상,미상,미상
김규만 위원,5,4,0,0,4,80.0,민주당,경북 의성갑,남,초선,지역구
김성복 의원,5,4,0,0,4,80.0,무소속,전남 보성,남,초선,지역구
농림부장관 임문환(계속),5,4,0,0,4,80.0,미상,미상,미상,미상,미상
박충모 의원,5,4,0,0,4,80.0,민주당,강원 원주,남,재선,지역구
법원행정처차장 민문기,5,4,0,0,4,80.0,미상,미상,미상,미상,미상
보건사회부차관 정진욱,5,4,0,0,4,80.0,미상,미상,미상,미상,미상
상공부장관 강성태(계속),5,4,0,0,4,80.0,미상,미상,미상,미상,미상
외무위원장 최규남,5,4,0,0,4,80.0,자유당,서울 서대문구을,남,초선,지역구
이창렬 씨,5,4,0,0,4,80.0,미상,미상,미상,미상,미상
이필호 의원,5,4,0,0,4,80.0,민주당,전남 광주을,남,초선,지역구
재정경제위원장 홍성하(계속),5,4,0,0,4,80.0,한국민주당,서울 동대문구갑,남,초선,지역구
재정경제위원장대리 조한백,5,3,0,1,4,80.0,무소속,전북 김제갑,남,4선,지역구
정상열 의원,5,3,0,1,4,80.0,자유당,충남 대전,남,초선,지역구
정운갑 의원,5,4,0,0,4,80.0,자유당,충북 진천군,남,5선,지역구
주금용 의원,5,3,0,1,4,80.0,무소속,경남 진해,남,초선,지역구
강욱중 위원,4,4,0,0,4,100.0,조선민족청년단,경남 함안,남,초선,지역구
국무총리서리 백두진,4,2,0,2,4,100.0,미상,미상,미상,미상,미상
국방위원장대리 이정휴,4,3,0,1,4,100.0,자유당,전남 광산,남,초선,지역구
김학준 의원,4,3,0,1,4,100.0,민주당,충남 공주군을,남,재선,지역구
농림부차관 김현철,4,3,0,1,4,100.0,미상,미상,미상,미상,미상
법제실장 강명옥,4,4,0,0,4,100.0,미상,미상,미상,미상,미상
사회부장관 이윤영,4,2,0,2,4,100.0,조선민주당,서울 종로구갑,남,초선,지역구
예산결산위원장대리 정상열,4,4,0,0,4,100.0,자유당,충남 대전,남,초선,지역구
재정경제위원장대리 구태회,4,4,0,0,4,100.0,자유당,경남 진양,남,6선,지역구
재정경제위원장대리 오위영,4,4,0,0,4,100.0,무소속,경남 울산갑,남,3선,지역구
중앙지질광물연구소장 김옥준,4,4,0,0,4,100.0,미상,미상,미상,미상,미상
李敏雨 議員,4,4,0,0,4,100.0,미상,미상,미상,미상,미상
황성수 위원,79,3,0,0,3,3.79746835443038,자유당,전남 보성군,남,4선,지역구
김중기 의원,75,1,1,1,3,4.0,무소속,전남 장흥,남,초선,지역구
이호석 의원,60,3,0,0,3,5.0,무소속,경북 성주,남,초선,지역구
부산지방검찰청검사장 양정수,58,1,2,0,3,5.172413793103448,미상,미상,미상,미상,미상
제1군사령부경리참모 김사득,55,3,0,0,3,5.454545454545454,미상,미상,미상,미상,미상
경상남도지사 신도성,53,3,0,0,3,5.660377358490567,미상,미상,미상,미상,미상
원용한 의원,52,3,0,0,3,5.769230769230769,대동청년당,경기 여주,남,초선,지역구
제7급양대장 이원건,52,3,0,0,3,5.769230769230769,미상,미상,미상,미상,미상
증인 명주덕,51,3,0,0,3,5.88235294117647,미상,미상,미상,미상,미상
김교현 의원,50,1,1,1,3,6.0,무소속,충북 보은,남,초선,지역구
위원장대리 서임수,49,3,0,0,3,6.122448979591836,무소속,강원 철원,남,초선,지역구
김약수 의원,47,3,0,0,3,6.382978723404255,조선공화당,경남 동래,남,초선,지역구
제3조달근무부대장 한계태,47,3,0,0,3,6.382978723404255,미상,미상,미상,미상,미상
전문위원 이수용,44,3,0,0,3,6.8181818181818175,미상,미상,미상,미상,미상
제3관구사령관 이형석,44,3,0,0,3,6.8181818181818175,미상,미상,미상,미상,미상
부산병기기지사령관 이재룡,38,2,1,0,3,7.894736842105263,미상,미상,미상,미상,미상
위원장대리 나판수,37,3,0,0,3,8.108108108108109,자유당,전남 무안갑,남,초선,지역구
서울지방검찰청검사장 김치열,35,0,1,2,3,8.571428571428571,미상,미상,미상,미상,미상
증인 석주암,33,3,0,0,3,9.090909090909092,미상,미상,미상,미상,미상
한석범 의원,33,3,0,0,3,9.090909090909092,한국민주당,경남 부산병,남,초선,지역구
구중회 의원,32,2,1,0,3,9.375,무소속,경남 창녕,남,초선,지역구
경상남도경찰국장 이정용,31,1,2,0,3,9.67741935483871,미상,미상,미상,미상,미상
증인 김동순,30,2,1,0,3,10.0,미상,미상,미상,미상,미상
배헌 의원,29,2,1,0,3,10.344827586206897,무소속,전북 이리,남,초선,지역구
남궁현 의원,26,3,0,0,3,11.538461538461538,대한독립촉성국민회,충남 부여갑,남,초선,지역구
박종남 의원,24,1,0,2,3,12.5,무소속,전남 광산,남,초선,지역구
법무부장관 서상환,23,3,0,0,3,13.043478260869565,미상,미상,미상,미상,미상
박현숙 위원,22,3,0,0,3,13.636363636363635,자유당,강원 금화,여,재선,지역구
안준기 의원,20,1,2,0,3,15.0,자유당,경남 산청,남,초선,지역구
육군본부관리차장 이효,20,3,0,0,3,15.0,미상,미상,미상,미상,미상
해군의무단장 서재성,20,2,1,0,3,15.0,미상,미상,미상,미상,미상
육군본부인사참모부장 안춘생,17,3,0,0,3,17.647058823529413,미상,미상,미상,미상,미상
이병홍 의원,17,2,1,0,3,17.647058823529413,무소속,경남 산청,남,재선,지역구
정준 의원(계속),17,3,0,0,3,17.647058823529413,자유당,경기 김포군,남,4선,지역구
증인 황응수,17,2,1,0,3,17.647058823529413,미상,미상,미상,미상,미상
유홍렬 의원,16,3,0,0,3,18.75,미상,미상,미상,미상,미상
농림부농정국장 김병윤,15,3,0,0,3,20.0,미상,미상,미상,미상,미상
부의장 조경규(계속),15,2,0,1,3,20.0,자유당,경남 함안군,남,3선,지역구
재무부관재국장 김준환,15,3,0,0,3,20.0,미상,미상,미상,미상,미상
증인 김덕겸,15,3,0,0,3,20.0,미상,미상,미상,미상,미상
사무총장 이철원,14,1,0,2,3,21.428571428571427,미상,미상,미상,미상,미상
제5군단장 이성가,14,2,1,0,3,21.428571428571427,미상,미상,미상,미상,미상
출석 증인,14,3,0,0,3,21.428571428571427,미상,미상,미상,미상,미상
한희석 의원(계속),14,3,0,0,3,21.428571428571427,자유당,충남 천안군,남,재선,지역구
신도환 위원,13,3,0,0,3,23.076923076923077,무소속,경북 대구시갑,남,5선,지역구
외무국방위원장 지대형,13,3,0,0,3,23.076923076923077,미상,미상,미상,미상,미상
육군본부헌병감 김득모,13,2,1,0,3,23.076923076923077,미상,미상,미상,미상,미상
전문위원 정완영,13,3,0,0,3,23.076923076923077,미상,미상,미상,미상,미상
제12건설공병단장 오한영,13,2,1,0,3,23.076923076923077,미상,미상,미상,미상,미상
제1군사령부군수참모 김정무,13,2,1,0,3,23.076923076923077,미상,미상,미상,미상,미상
상공위원장대리 김진만,12,3,0,0,3,25.0,자유당,강원 삼척군,남,7선,지역구
위원장대리 윤택중,12,3,0,0,3,25.0,민주당,전북 익산을,남,3선,지역구
이동환 의원,12,3,0,0,3,25.0,무소속,경기 파주,남,초선,지역구
이영희 의원(계속),12,3,0,0,3,25.0,자유당,경남 의령,남,재선,지역구
증인 이영선,12,3,0,0,3,25.0,미상,미상,미상,미상,미상
체신부총무과장 김정진,12,1,1,1,3,25.0,미상,미상,미상,미상,미상
국무총리 장택상,11,1,1,1,3,27.27272727272727,무소속,경북 칠곡,남,4선,지역구
육군본부경리감 신연식,11,2,0,1,3,27.27272727272727,미상,미상,미상,미상,미상
육군본부병참감 박경원,11,2,1,0,3,27.27272727272727,미상,미상,미상,미상,미상
중앙선거위원장 김두일,11,3,0,0,3,27.27272727272727,미상,미상,미상,미상,미상
김도연 의원(계속),10,3,0,0,3,30.0,민주국민당,서울 서대문구갑,남,6선,지역구
송방용 의원(계속),10,3,0,0,3,30.0,무소속,전북 김제군갑,남,4선,지역구
문교부고등교육국장 한상봉,9,3,0,0,3,33.33333333333333,미상,미상,미상,미상,미상
법제조사국장 고재필,9,3,0,0,3,33.33333333333333,미상,미상,미상,미상,미상
사무총장대리 이철원,9,1,1,1,3,33.33333333333333,미상,미상,미상,미상,미상
손문경 의원,9,3,0,0,3,33.33333333333333,자유당,전남 고흥군갑,남,재선,지역구
이진수 위원,9,2,0,1,3,33.33333333333333,무소속,경기 양주을,남,재선,지역구
정일형 위원,9,3,0,0,3,33.33333333333333,무소속,서울 중구을,남,8선,지역구
김교중 의원,8,2,0,1,3,37.5,대동청년당,전북 무주,남,초선,지역구
내무부장관 장석윤,8,3,0,0,3,37.5,미상,미상,미상,미상,미상
내무부차관 김갑수,8,3,0,0,3,37.5,미상,미상,미상,미상,미상
내무위원장 김원태,8,3,0,0,3,37.5,자유당,충북 괴산군,남,3선,지역구
박만원 의원(계속),8,2,0,1,3,37.5,자유당,경북 군위군,남,3선,지역구
백남식 의원(계속),8,3,0,0,3,37.5,무소속,경북 상주군을,남,재선,지역구
변진갑 의원(계속),8,3,0,0,3,37.5,무소속,전남 장성군,남,3선,지역구
부흥위원장 곽의영,8,2,0,1,3,37.5,자유당,충북 청원군을,남,3선,지역구
여영복 의원,8,1,1,1,3,37.5,무소속,경북 금릉,남,초선,지역구
증인 이존일,8,3,0,0,3,37.5,미상,미상,미상,미상,미상
내무부차관 황희찬,7,3,0,0,3,42.857142857142854,미상,미상,미상,미상,미상
농림부중앙생사검사소장 이춘성,7,3,0,0,3,42.857142857142854,미상,미상,미상,미상,미상
류홍 의원(계속),7,2,1,0,3,42.857142857142854,민주당,서울 영등포구을,남,3선,지역구
신도성 위원,7,3,0,0,3,42.857142857142854,민주국민당,경남 거창,남,초선,지역구
외무위원장 양우정,7,1,0,2,3,42.857142857142854,무소속,경남 함안,남,초선,지역구
외자청장 이순용,7,3,0,0,3,42.857142857142854,미상,미상,미상,미상,미상
의사과장 서상준,7,3,0,0,3,42.857142857142854,미상,미상,미상,미상,미상
이시목 의원,7,3,0,0,3,42.857142857142854,무소속,경남 의령,남,초선,지역구
이종수 의원,7,3,0,0,3,42.857142857142854,무소속,경남 김해을,남,3선,지역구
이종준 위원,7,2,0,1,3,42.857142857142854,자유당,경북 월성군을,남,초선,지역구
전문위원 이선교,7,2,0,1,3,42.857142857142854,미상,미상,미상,미상,미상
정헌주 의원,7,1,0,2,3,42.857142857142854,무소속,경남 사천,남,5선,지역구
천세기 의원(계속),7,3,0,0,3,42.857142857142854,무소속,경기 양평군,남,재선,지역구
체신부전무국장 이재곤,7,1,1,1,3,42.857142857142854,미상,미상,미상,미상,미상
총무국경리과장 안길호,7,3,0,0,3,42.857142857142854,미상,미상,미상,미상,미상
최규남 위원,7,3,0,0,3,42.857142857142854,자유당,서울 서대문구을,남,초선,지역구
특별조사위원장 정존수,7,3,0,0,3,42.857142857142854,자유당,경기 수원,남,재선,지역구
현석호 의원(계속),7,3,0,0,3,42.857142857142854,자유당,경북 예천군,남,재선,지역구
공보실공보국장 이근상,6,3,0,0,3,50.0,미상,미상,미상,미상,미상
국방연구원장 박임항,6,3,0,0,3,50.0,미상,미상,미상,미상,미상
내무부장관 진헌식,6,2,0,1,3,50.0,미상,미상,미상,미상,미상
농림부장관 정운갑(계속),6,3,0,0,3,50.0,미상,미상,미상,미상,미상
문교부차관 고광만,6,2,0,1,3,50.0,미상,미상,미상,미상,미상
문교사회위원장대리 박영출,6,1,1,1,3,50.0,대한국민당,경북 의성갑,남,재선,지역구
상공부중앙지질광물연구소장 김옥준,6,2,0,1,3,50.0,미상,미상,미상,미상,미상
외무부정무국장 김영주,6,2,0,1,3,50.0,미상,미상,미상,미상,미상
이재국장 이치영,6,2,0,1,3,50.0,미상,미상,미상,미상,미상
이철승 위원(계속),6,3,0,0,3,50.0,무소속,전북 전주,남,7선,지역구
재무부차관 김영찬(계속),6,3,0,0,3,50.0,미상,미상,미상,미상,미상
조대연 의원,6,1,0,2,3,50.0,무소속,충북 충주,남,초선,지역구
진형하 의원,6,2,0,1,3,50.0,민주당,충남 대전을,남,3선,지역구
최규남 의원,6,1,1,1,3,50.0,자유당,서울 서대문구을,남,초선,지역구
한필수 의원,6,3,0,0,3,50.0,무소속,충북 제천,남,초선,지역구
감찰위원장 노진설,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
교육총본부총장 김종오,5,1,0,2,3,60.0,미상,미상,미상,미상,미상
국방부지리연구소장 황인권,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
김광준 위원,5,3,0,0,3,60.0,무소속,경북 울진,남,3선,지역구
김정호 의원(계속),5,3,0,0,3,60.0,자유당,전남 광양,남,초선,지역구
김진원 위원,5,2,0,1,3,60.0,자유당,전북 무주,남,초선,지역구
내무부토목국장 김해림,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
내무치안위원장 서민호,5,3,0,0,3,60.0,무소속,전남 고흥을,남,4선,지역구
법무부차관 권승열,5,2,1,0,3,60.0,미상,미상,미상,미상,미상
부흥부장관 김현철(계속),5,3,0,0,3,60.0,미상,미상,미상,미상,미상
신각휴 의원,5,2,0,1,3,60.0,민주국민당,충북 옥천군,남,3선,지역구
육군제1201공병단장 오한영,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
이병하 의원,5,3,0,0,3,60.0,민주당,경북 대구시을,남,재선,지역구
이성학 위원,5,3,0,0,3,60.0,대동청년당,전남 해남을,남,초선,지역구
임차주 의원,5,3,0,0,3,60.0,자유당,전북 순창군,남,3선,지역구
정존수 의원,5,2,0,1,3,60.0,자유당,경기 수원,남,재선,지역구
주한미군사고문단장대리(통역) 000,5,2,0,1,3,60.0,미상,미상,미상,미상,미상
증인 신용권,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
증인 이유근,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
지영진 의원,5,2,1,0,3,60.0,자유당,경남 양산군,남,재선,지역구
해무청총무과장 최병길,5,3,0,0,3,60.0,미상,미상,미상,미상,미상
허윤수 의원,5,3,0,0,3,60.0,민주당,경남 마산,남,초선,지역구
국방위원장 유용식,4,3,0,0,3,75.0,자유당,경기 양평,남,초선,지역구
김명수 의원,4,3,0,0,3,75.0,민주국민당,경남 합천을,남,재선,지역구
김보영 의원,4,3,0,0,3,75.0,자유당,경북 청도,남,초선,지역구
내무부차관 김원태(계속),4,3,0,0,3,75.0,미상,미상,미상,미상,미상
농림위원장대리 김두진,4,3,0,0,3,75.0,무소속,제주 북제주군을,남,재선,지역구
농사원장 정남규,4,3,0,0,3,75.0,미상,미상,미상,미상,미상
대법관 배정현,4,2,0,1,3,75.0,미상,미상,미상,미상,미상
문교부기술교육국교육시설과장 이민재,4,3,0,0,3,75.0,미상,미상,미상,미상,미상
민의원사무총장대리 정홍섭,4,3,0,0,3,75.0,미상,미상,미상,미상,미상
박영종 위원(계속),4,2,0,1,3,75.0,자유당,전남 담양,남,초선,지역구
송방용 위원(계속),4,3,0,0,3,75.0,무소속,전북 김제군갑,남,4선,지역구
예산결산위원장 최용근,4,3,0,0,3,75.0,자유당,강원 강릉,남,재선,지역구
운영위원장 박용익,4,3,0,0,3,75.0,자유당,강원 명주,남,재선,지역구
육군본부군수국장 김웅수,4,1,0,2,3,75.0,미상,미상,미상,미상,미상
이영언 위원,4,3,0,0,3,75.0,자유당,경남 부산시무,남,재선,지역구
재무부장관 백두진(계속),4,3,0,0,3,75.0,미상,미상,미상,미상,미상
재무부차관 박희현(계속),4,3,0,0,3,75.0,미상,미상,미상,미상,미상
재정경제위원장대리 양일동,4,3,0,0,3,75.0,무소속,전북 옥구,남,5선,지역구
재정경제위원장대리 정상열,4,3,0,0,3,75.0,자유당,충남 대전,남,초선,지역구
조광희 의원,4,3,0,0,3,75.0,자유당,경북 상주갑,남,초선,지역구
체신부전무국이사관 임남수,4,3,0,0,3,75.0,미상,미상,미상,미상,미상
구황실재산관리총국장 윤우경,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
김달수 의원,3,3,0,0,3,100.0,자유당,충남 공주군을,남,재선,지역구
김병순 의원,3,2,0,1,3,100.0,자유당,전남 해남군갑,남,4선,지역구
김원만 의원(계속),3,0,2,1,3,100.0,민주당,서울 용산구을,남,5선,지역구
내무부지방국재정과장 최병환,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
내무부토목국장 민한기,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
내무위원장 이상용,3,3,0,0,3,100.0,자유당,"경남 부산시,서구갑",남,초선,지역구
류청 의원,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
민관식 의원(계속),3,3,0,0,3,100.0,무소속,서울 동대문구,남,5선,지역구
박병배 의원,3,2,0,1,3,100.0,무소속,충남 대덕군,남,5선,지역구
박정근 위원(계속),3,3,0,0,3,100.0,자유당,전북 진안군,남,재선,지역구
사회보건위원장대리 오의관,3,3,0,0,3,100.0,무소속,경기 옹진을,남,초선,지역구
산업위원장대리 민경식,3,3,0,0,3,100.0,대한독립촉성국민회,경기 용인,남,초선,지역구
산업위원장대리 황두연,3,3,0,0,3,100.0,미상,전남 순천갑,남,초선,지역구
상공부장관 이교선,3,3,0,0,3,100.0,무소속,경기 안성,남,재선,지역구
상공부중앙공업연구소장 이채호,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
상공부특허국장 김서일,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
손석두 의원,3,1,0,2,3,100.0,자유당,전남 장흥,남,재선,지역구
양일동,3,0,3,0,3,100.0,무소속,전북 옥구,남,5선,지역구
예산결산위원장 박만원,3,3,0,0,3,100.0,자유당,경북 군위군,남,3선,지역구
예산결산위원장대리 박정근,3,3,0,0,3,100.0,자유당,전북 진안군,남,재선,지역구
예산결산위원장대리 백남식,3,3,0,0,3,100.0,무소속,경북 상주군을,남,재선,지역구
예산결산위원장대리 송방용,3,3,0,0,3,100.0,무소속,전북 김제군갑,남,4선,지역구
외무위원장대리 윤성순,3,3,0,0,3,100.0,자유당,경기 포천군,남,3선,지역구
이갑식 의원,3,3,0,0,3,100.0,무소속,전남 구례군,남,재선,지역구
재무부장관 인태식(계속),3,3,0,0,3,100.0,자유당,충남 당진군갑,남,3선,지역구
재무장관 인태식,3,3,0,0,3,100.0,자유당,충남 당진군갑,남,3선,지역구
재정경제위원장대리 김종신,3,2,0,1,3,100.0,자유당,경남 마산,남,초선,지역구
재정경제위원회위원장 홍성하,3,3,0,0,3,100.0,한국민주당,서울 동대문구갑,남,초선,지역구
중앙화학연구소장 허령,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
최용근 의원(계속),3,3,0,0,3,100.0,자유당,강원 강릉시갑,남,재선,지역구
한국은행부총재 김영찬,3,3,0,0,3,100.0,미상,미상,미상,미상,미상
홍봉진 의원(계속),3,2,0,1,3,100.0,민주당,경기 화성을,남,초선,지역구
김철 의원,139,2,0,0,2,1.4388489208633095,대한독립촉성국민회,경북 경주갑,남,재선,지역구
사회 박흥규,128,0,2,0,2,1.5625,자유당,전남 광주병,남,재선,지역구
피고 조신환,85,2,0,0,2,2.3529411764705883,미상,미상,미상,미상,미상
이남규 의원,77,2,0,0,2,2.5974025974025974,대한독립촉성국민회,전남 목포,남,재선,지역구
총무국장 조중서,66,1,1,0,2,3.0303030303030303,미상,미상,미상,미상,미상
이병하 위원,64,2,0,0,2,3.125,민주당,경북 대구시을,남,재선,지역구
증인 김동수,61,2,0,0,2,3.278688524590164,미상,미상,미상,미상,미상
위원장 이정휴,59,0,2,0,2,3.389830508474576,자유당,전남 광산,남,초선,지역구
사회보건위원장대리 한국원,56,1,0,1,2,3.571428571428571,무소속,경북 영덕,남,초선,지역구
임시의장 조봉암,56,2,0,0,2,3.571428571428571,대한국민당,경기 인천병,남,재선,지역구
총무국장 서임수,47,2,0,0,2,4.25531914893617,미상,미상,미상,미상,미상
반장 홍범희,38,2,0,0,2,5.263157894736842,자유당,강원 원성,남,재선,지역구
김동원 의원,36,1,0,1,2,5.555555555555555,한국민주당,서울 용산구,남,초선,지역구
조옥현 의원,34,2,0,0,2,5.88235294117647,대한독립촉성국민회,전남 순천을,남,초선,지역구
증인 임봉순,30,2,0,0,2,6.666666666666667,미상,미상,미상,미상,미상
육군본부법무감 김완용,29,1,1,0,2,6.896551724137931,미상,미상,미상,미상,미상
자유당원내부총무 박흥규,29,2,0,0,2,6.896551724137931,자유당,전남 광주병,남,재선,지역구
제17범죄수사대장 장일원,28,1,1,0,2,7.142857142857142,미상,미상,미상,미상,미상
법제사법위원장대리 김정실,27,2,0,0,2,7.4074074074074066,무소속,경남 고성,남,초선,지역구
제8병참기지마산분창장 장일하,26,2,0,0,2,7.6923076923076925,미상,미상,미상,미상,미상
최규옥 의원,26,0,2,0,2,7.6923076923076925,대한독립촉성국민회,강원 춘천,남,재선,지역구
육군본부정보국장 김정권,24,1,1,0,2,8.333333333333332,미상,미상,미상,미상,미상
육군첩보부대장 김용순,24,2,0,0,2,8.333333333333332,미상,미상,미상,미상,미상
위원장대리 조영규,22,2,0,0,2,9.090909090909092,민주당,전남 영광군,남,4선,지역구
제3군단장 오덕준,22,2,0,0,2,9.090909090909092,미상,미상,미상,미상,미상
위원장대리 김원만,21,2,0,0,2,9.523809523809524,민주당,서울 용산구을,남,5선,지역구
육군사관학교장 이한림,21,2,0,0,2,9.523809523809524,미상,미상,미상,미상,미상
증인 이학만,21,2,0,0,2,9.523809523809524,미상,미상,미상,미상,미상
박재홍 의원(계속),20,2,0,0,2,10.0,국민당,경남 김해갑,남,초선,지역구
육군본부병무국장 박동균,20,2,0,0,2,10.0,미상,미상,미상,미상,미상
제50예비사단장 전부일,20,2,0,0,2,10.0,미상,미상,미상,미상,미상
교통부육운국장 이상훈,19,2,0,0,2,10.526315789473683,미상,미상,미상,미상,미상
연합참모본부장 이종우,19,2,0,0,2,10.526315789473683,미상,미상,미상,미상,미상
인쇄공창부창장 이광수,19,2,0,0,2,10.526315789473683,미상,미상,미상,미상,미상
정중섭 의원(계속),19,2,0,0,2,10.526315789473683,민주국민당,전남 목포,남,재선,지역구
증인 정한주,19,2,0,0,2,10.526315789473683,미상,미상,미상,미상,미상
증인 김치은,18,1,1,0,2,11.11111111111111,미상,미상,미상,미상,미상
표현태 의원,18,2,0,0,2,11.11111111111111,대한독립촉성국민회,경남 거창,남,초선,지역구
김기철 의원,17,2,0,0,2,11.76470588235294,대동청년당,충북 충주,남,4선,지역구
오기열 의원,17,2,0,0,2,11.76470588235294,무소속,전북 진안,남,초선,지역구
제8병참기지창장 최화진,17,2,0,0,2,11.76470588235294,미상,미상,미상,미상,미상
증인 박용록,17,2,0,0,2,11.76470588235294,미상,미상,미상,미상,미상
홍길선 위원,17,2,0,0,2,11.76470588235294,민주당,경기 수원,남,4선,지역구
건설공병단부단장 황원희,16,2,0,0,2,12.5,미상,미상,미상,미상,미상
증인 이양수,16,1,1,0,2,12.5,미상,미상,미상,미상,미상
증인 허판수,16,0,2,0,2,12.5,미상,미상,미상,미상,미상
홍익표 위원,16,1,0,1,2,12.5,민주당,경기 가평군,남,6선,지역구
이종근 의원,15,1,1,0,2,13.333333333333334,대한독립촉성국민회,충남 청양,남,초선,지역구
제6관구사령관 박병권,15,2,0,0,2,13.333333333333334,미상,미상,미상,미상,미상
증인 박계진,15,1,1,0,2,13.333333333333334,미상,미상,미상,미상,미상
총무국장 한창수,15,1,0,1,2,13.333333333333334,미상,미상,미상,미상,미상
경상남도경찰국장 최남규,14,2,0,0,2,14.285714285714285,미상,미상,미상,미상,미상
공보처장 김동성,14,0,2,0,2,14.285714285714285,미상,미상,미상,미상,미상
곽태진 의원,14,0,2,0,2,14.285714285714285,민주국민당,경북 고령군,남,재선,지역구
김준태 의원,14,2,0,0,2,14.285714285714285,무소속,경북 청도,남,3선,지역구
사무차장 정홍섭,14,1,0,1,2,14.285714285714285,미상,미상,미상,미상,미상
윤형남 의원(계속),14,2,0,0,2,14.285714285714285,무소속,전남 순천시,남,3선,지역구
김상도 의원(계속),13,1,1,0,2,15.384615384615385,자유당,경북 영천군갑,남,재선,지역구
도진희 의원(계속),13,2,0,0,2,15.384615384615385,자유당,경북 성주,남,초선,지역구
류진산 의원(계속),13,1,1,0,2,15.384615384615385,미상,미상,미상,미상,미상
문교위원장 이재학,13,0,1,1,2,15.384615384615385,대한국민당,강원 홍천,남,5선,지역구
검사 강서룡,12,1,0,1,2,16.666666666666664,미상,미상,미상,미상,미상
국방부정훈국장 권병호,12,2,0,0,2,16.666666666666664,미상,미상,미상,미상,미상
김판석 의원,12,1,1,0,2,16.666666666666664,대한청년단,경북 포항,남,초선,지역구
연합참모본부총장 백선엽,12,2,0,0,2,16.666666666666664,미상,미상,미상,미상,미상
위원장대리 민장식,12,2,0,0,2,16.666666666666664,민주당,충북 영동군,남,재선,지역구
이익흥 위원,12,2,0,0,2,16.666666666666664,자유당,경기 연천,남,초선,지역구
