Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
이종남 위원(계속),1,0,0,0,0,0.0,민주당,"경남 부산시,진구갑",남,3선,지역구
이종선 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이종욱 위원,1,0,0,0,0,0.0,대한독립촉성국민회,강원 평창,남,초선,지역구
이종준 의원(계속),1,0,0,0,0,0.0,자유당,경북 월성군을,남,초선,지역구
이진수 의원(의석에서),1,0,0,0,0,0.0,무소속,경기 양주을,남,재선,지역구
이청천 의원(계속),1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이택관 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이협우 의원,1,0,0,0,0,0.0,무소속,경북 경주군을,남,3선,지역구
이형모 위원(계속),1,0,0,0,0,0.0,자유당,전남 승주,남,재선,지역구
이호근 의원,1,0,0,0,0,0.0,대한청년단,경북 예천,남,초선,지역구
인천경비부사령관 10명가량,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 1년,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 곤란한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 관재비,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 그것을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 그런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 사무용품,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 사무용품비만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 없습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 여러,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 저희들이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 진해보급창에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 징계관계는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 징발형식으로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 함정수리비가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
인천경비부사령관 후방지원이라면,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
임시의장 최문흠,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
임영신 의원(계속),1,0,0,0,0,0.0,대한국민당,충남 금산,여,재선,지역구
임철호 위원(계속),1,0,0,0,0,0.0,자유당,충남 부여을,남,초선,지역구
작용,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
장건상 의원(계속),1,0,0,0,0,0.0,무소속,경남 부산을,남,초선,지역구
장기영 위원,1,0,0,0,0,0.0,무소속,강원 영월,남,초선,지역구
장도영 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재무부관세국관세과장 구종서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재무부관재국장 김신단,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재무부예산국제1과장 000,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재무부장관 김도연(계속),1,0,0,0,0,0.0,한국민주당,서울 서대문구,남,6선,지역구
재무부차관 윤인상(계속),1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재무부차관 장경근,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
재정경제위원장 최용근(계속),1,0,0,0,0,0.0,자유당,강원 강릉,남,재선,지역구
재정경제위원회 이재형,1,0,0,0,0,0.0,대한국민당,경기 시흥,남,7선,지역구
재정경제위원회 인태식,1,0,0,0,0,0.0,자유당,충남 당진군갑,남,3선,지역구
쟈부라키 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전만중 위원,1,0,0,0,0,0.0,자유당,경북 울진,남,재선,지역구
전문위원 김영륜,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 김희찬,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 박영배,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 박영빈,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 이병용,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 이항령,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
전사무총장 김용우,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
접,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정갑식 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정광호 의원(계속),1,0,0,0,0,0.0,한국민주당,전남 광주,남,초선,지역구
정규상 진석중,1,0,0,0,0,0.0,자유당,강원 영월,남,재선,지역구
정동기 100만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 KPA,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 각,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 검수가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 국방부에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 국방장관,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 그것도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 그날,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 그렇습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 그렇죠.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 그렇지요.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 극동사령부에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 금시초문입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 내,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 내용은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 대체적인,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 돈,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 무슨,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 미군대위,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 반환받은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 사장들이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 사장이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 상공부에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 수가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 안,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 외원계원들입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 요전에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 저는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 전무,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 최경남,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 협회를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정동기 확실한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정명섭,1,0,0,0,0,0.0,자유당,전남 나주군을,남,3선,지역구
정명섭 이동근,1,0,0,0,0,0.0,자유당,강원 양양,남,초선,지역구
정상희 위원,1,0,0,0,0,0.0,자유당,충북 중원군,남,재선,지역구
정재완 의원(계속),1,0,0,0,0,0.0,민주당,전남 여수,남,4선,지역구
정존수 김상도,1,0,0,0,0,0.0,자유당,경북 영천갑,남,재선,지역구
정항범씨 얼마,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
정헌주 위원(발언,1,0,0,0,0,0.0,민주당,경남 사천군,남,5선,지역구
제10지구급양대장 결국은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 규정은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 그런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 급양대에서는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 대체하는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 두부를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 몰수하는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 병실연구소가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 부대에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 업자,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 예산면으로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 우리는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 이것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 지금,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 콩나물업자하고,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 품질관계는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제10지구급양대장 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제116육군병원장 최낙정,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단군수과장 거기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단군수과장 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 7월,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 국회에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 그,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 그래서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 금년에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 단장이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 딴,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 미,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 아닙니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 약,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 오한영,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 요,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 인계된,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 재정관도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 지적사항이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 하나도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1201공병단장 하와이교회는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1202건설공병단장 5300여만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1202건설공병단장 예.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 가끔,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 감명(監命)에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 그렇습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 미,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 보관은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 상신을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 없습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 여기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1203건설공병단장 자금이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 4개,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 다,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 대개,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
"제1205건설공병단장 목공,",1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 별로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 삭감되지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 역시,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1205건설공병단장 특수기술자는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제12사단의무부장 환자는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제12사단인사참모 계획은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부공병부장 민간공업에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부관리부장 4통,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부관리부장 그것도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부관리부장 상당한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부관리부장 제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부군수참모 감독은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부군수참모 없습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부군수참모 저희들의,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부군수참모 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부보도실장 이욱근,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부부사령관 민기식,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부인사참모 그,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부인사참모 박창원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부인사참모 최세민,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 원자탄을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 이것이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 전방에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 정보참모께서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부작전처장 한국공군이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군사령부정보참모 정민택,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
"제1병참단장 2,",1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 각처에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 거기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 군법회의에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 그,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 여기는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1병참단장 예.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 3일간,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 가는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 각,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 그렇게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 그렇습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 당,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1보충대대장 호송여비만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1사단장 아까,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1사단장 의견,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1육군병원장 11만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1육군병원장 20퍼센트가량,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1조달근무대구매과장 조봉래,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1조달근무대행정과장 임승교,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제29사단장 계통이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제29사단장 그것을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제29사단장 불편을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제29사단장 예.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제29사단장 주진지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 CID의,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 그래도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 쌀은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 안,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 여비문제에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 이관해,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령관 출장비는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 그렇게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 두,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 마음대로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 어떤,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 여비계정에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 여비규정에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 자유재량이라고,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부경리부장 한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부작전참모 나옵니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부헌병부장 CID의,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부헌병부장 그것이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2관구사령부헌병부장 단일화는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
