Source,Target,Relation,SourceType,TargetType
speaker::의장신익희,정당::대한독립촉성국민회,정당,의원,정당
speaker::의장신익희,지역::전남 광주,지역,의원,지역
speaker::의장신익희,성별::남,성별,의원,성별
speaker::의장신익희,당선횟수::3선,당선횟수,의원,당선횟수
speaker::의장신익희,당선방법::지역구,당선방법,의원,당선방법
speaker::의장신익희,speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||169,발언자,의원,발언
speaker::의장신익희,speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||174,발언자,의원,발언
speaker::의장신익희,speech::1948-08-23||제1대국회 제1회(임시회) 제47차 국회본회의(전체회의)||110,발언자,의원,발언
speaker::의장신익희,speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||195,발언자,의원,발언
speaker::의장신익희,speech::1948-08-28||제1대국회 제1회(임시회) 제51차 국회본회의(전체회의)||98,발언자,의원,발언
speaker::의장신익희,speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||30,발언자,의원,발언
speaker::의장신익희,speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||40,발언자,의원,발언
speaker::의장신익희,speech::1948-09-04||제1대국회 제1회(임시회) 제57차 국회본회의(전체회의)||31,발언자,의원,발언
speaker::의장신익희,speech::1948-09-13||제1대국회 제1회(임시회) 제64차 국회본회의(전체회의)||309,발언자,의원,발언
speaker::의장신익희,speech::1948-09-14||제1대국회 제1회(임시회) 제65차 국회본회의(전체회의)||24,발언자,의원,발언
speaker::의장신익희,speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||22,발언자,의원,발언
speaker::의장신익희,speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||26,발언자,의원,발언
speaker::의장신익희,speech::1948-09-22||제1대국회 제1회(임시회) 제72차 국회본회의(전체회의)||109,발언자,의원,발언
speaker::의장신익희,speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||44,발언자,의원,발언
speaker::의장신익희,speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||50,발언자,의원,발언
speaker::의장신익희,speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||52,발언자,의원,발언
speaker::의장신익희,speech::1948-09-27||제1대국회 제1회(임시회) 제75차 국회본회의(전체회의)||28,발언자,의원,발언
speaker::의장신익희,speech::1948-09-27||제1대국회 제1회(임시회) 제75차 국회본회의(전체회의)||323,발언자,의원,발언
speaker::의장신익희,speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||242,발언자,의원,발언
speaker::의장신익희,speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||375,발언자,의원,발언
speaker::의장신익희,speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||412,발언자,의원,발언
speaker::의장신익희,speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||418,발언자,의원,발언
speaker::의장신익희,speech::1948-09-29||제1대국회 제1회(임시회) 제77차 국회본회의(전체회의)||313,발언자,의원,발언
speaker::의장신익희,speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||88,발언자,의원,발언
speaker::의장신익희,speech::1948-10-12||제1대국회 제1회(임시회) 제86차 국회본회의(전체회의)||33,발언자,의원,발언
speaker::의장신익희,speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||201,발언자,의원,발언
speaker::의장신익희,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||38,발언자,의원,발언
speaker::의장신익희,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||44,발언자,의원,발언
speaker::의장신익희,speech::1948-10-28||제1대국회 제1회(임시회) 제90차 국회본회의(전체회의)||41,발언자,의원,발언
speaker::의장신익희,speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||45,발언자,의원,발언
speaker::의장신익희,speech::1948-11-08||제1대국회 제1회(임시회) 제98차 국회본회의(전체회의)||33,발언자,의원,발언
speaker::의장신익희,speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||73,발언자,의원,발언
성별::남,speaker::위원장이충환,성별,성별,의원
성별::남,speaker::이철승위원,성별,성별,의원
성별::남,speaker::부의장조경규,성별,성별,의원
성별::남,speaker::부의장조봉암,성별,성별,의원
성별::남,speaker::예산결산위원장이충환,성별,성별,의원
성별::남,speaker::송방용위원,성별,성별,의원
성별::남,speaker::재정경제위원장이재형,성별,성별,의원
성별::남,speaker::유옥우위원,성별,성별,의원
성별::남,speaker::박영종의원,성별,성별,의원
성별::남,speaker::재정경제위원장박만원,성별,성별,의원
성별::남,speaker::이진수의원,성별,성별,의원
성별::남,speaker::재정경제위원장홍성하,성별,성별,의원
성별::남,speaker::이형모위원,성별,성별,의원
성별::남,speaker::이태용위원,성별,성별,의원
성별::남,speaker::양일동위원,성별,성별,의원
성별::남,speaker::부의장이재학,성별,성별,의원
성별::남,speaker::민관식위원,성별,성별,의원
성별::남,speaker::곽의영의원,성별,성별,의원
성별::남,speaker::박정근위원,성별,성별,의원
성별::남,speaker::조영규의원,성별,성별,의원
성별::남,speaker::정준의원,성별,성별,의원
성별::남,speaker::박영종위원,성별,성별,의원
성별::남,speaker::이충환의원,성별,성별,의원
성별::남,speaker::문종두위원,성별,성별,의원
성별::남,speaker::부의장김동원,성별,성별,의원
성별::남,speaker::박정근의원,성별,성별,의원
성별::남,speaker::조헌영의원,성별,성별,의원
성별::남,speaker::위원장대리송방용,성별,성별,의원
당선횟수::3선,speaker::부의장조경규,당선횟수,당선횟수,의원
당선횟수::3선,speaker::재정경제위원장박만원,당선횟수,당선횟수,의원
당선횟수::3선,speaker::곽의영의원,당선횟수,당선횟수,의원
당선방법::지역구,speaker::위원장이충환,당선방법,당선방법,의원
당선방법::지역구,speaker::이철승위원,당선방법,당선방법,의원
당선방법::지역구,speaker::부의장조경규,당선방법,당선방법,의원
당선방법::지역구,speaker::부의장조봉암,당선방법,당선방법,의원
당선방법::지역구,speaker::예산결산위원장이충환,당선방법,당선방법,의원
당선방법::지역구,speaker::송방용위원,당선방법,당선방법,의원
당선방법::지역구,speaker::재정경제위원장이재형,당선방법,당선방법,의원
당선방법::지역구,speaker::유옥우위원,당선방법,당선방법,의원
당선방법::지역구,speaker::박영종의원,당선방법,당선방법,의원
당선방법::지역구,speaker::재정경제위원장박만원,당선방법,당선방법,의원
당선방법::지역구,speaker::이진수의원,당선방법,당선방법,의원
당선방법::지역구,speaker::재정경제위원장홍성하,당선방법,당선방법,의원
당선방법::지역구,speaker::이형모위원,당선방법,당선방법,의원
당선방법::지역구,speaker::이태용위원,당선방법,당선방법,의원
당선방법::지역구,speaker::양일동위원,당선방법,당선방법,의원
당선방법::지역구,speaker::부의장이재학,당선방법,당선방법,의원
당선방법::지역구,speaker::민관식위원,당선방법,당선방법,의원
당선방법::지역구,speaker::곽의영의원,당선방법,당선방법,의원
당선방법::지역구,speaker::박정근위원,당선방법,당선방법,의원
당선방법::지역구,speaker::조영규의원,당선방법,당선방법,의원
당선방법::지역구,speaker::정준의원,당선방법,당선방법,의원
당선방법::지역구,speaker::박영종위원,당선방법,당선방법,의원
당선방법::지역구,speaker::이충환의원,당선방법,당선방법,의원
당선방법::지역구,speaker::문종두위원,당선방법,당선방법,의원
당선방법::지역구,speaker::부의장김동원,당선방법,당선방법,의원
당선방법::지역구,speaker::박정근의원,당선방법,당선방법,의원
당선방법::지역구,speaker::조헌영의원,당선방법,당선방법,의원
당선방법::지역구,speaker::위원장대리송방용,당선방법,당선방법,의원
speaker::위원장이충환,정당::자유당,정당,의원,정당
speaker::위원장이충환,지역::충북 진천군,지역,의원,지역
speaker::위원장이충환,당선횟수::6선,당선횟수,의원,당선횟수
정당::자유당,speaker::부의장조경규,정당,정당,의원
정당::자유당,speaker::예산결산위원장이충환,정당,정당,의원
정당::자유당,speaker::박영종의원,정당,정당,의원
정당::자유당,speaker::이형모위원,정당,정당,의원
정당::자유당,speaker::부의장이재학,정당,정당,의원
정당::자유당,speaker::박정근위원,정당,정당,의원
정당::자유당,speaker::박영종위원,정당,정당,의원
정당::자유당,speaker::이충환의원,정당,정당,의원
지역::충북 진천군,speaker::예산결산위원장이충환,지역,지역,의원
지역::충북 진천군,speaker::이충환의원,지역,지역,의원
당선횟수::6선,speaker::예산결산위원장이충환,당선횟수,당선횟수,의원
당선횟수::6선,speaker::이충환의원,당선횟수,당선횟수,의원
speaker::이철승위원,정당::민주당,정당,의원,정당
speaker::이철승위원,지역::전북 전주을,지역,의원,지역
speaker::이철승위원,당선횟수::7선,당선횟수,의원,당선횟수
정당::민주당,speaker::유옥우위원,정당,정당,의원
정당::민주당,speaker::이태용위원,정당,정당,의원
