SpeakerA,SpeakerB,Weight,Examples
안균섭위원,헌병사령부제3부장김정채,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 45, ""SeqB"": 45, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||45"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||45""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 79, ""SeqB"": 80, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||79"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||80""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 85, ""SeqB"": 85, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||85"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||85""}]"
부의장김동원,총무국장한창수,3,"[{""MeetingID"": ""1949-06-20||제1대국회 제3회(임시회) 폐회식 국회본회의(전체회의)"", ""Date"": ""1949-06-20"", ""SeqA"": 23, ""SeqB"": 28, ""SpeechA"": ""1949-06-20||제1대국회 제3회(임시회) 폐회식 국회본회의(전체회의)||23"", ""SpeechB"": ""1949-06-20||제1대국회 제3회(임시회) 폐회식 국회본회의(전체회의)||28""}, {""MeetingID"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)"", ""Date"": ""1950-03-22"", ""SeqA"": 29, ""SeqB"": 30, ""SpeechA"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)||29"", ""SpeechB"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)||30""}, {""MeetingID"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)"", ""Date"": ""1950-03-22"", ""SeqA"": 30, ""SeqB"": 31, ""SpeechA"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)||30"", ""SpeechB"": ""1950-03-22||제1대국회 제6회(정기회) 제59차 국회본회의(전체회의)||31""}]"
엄상섭의원,홍창섭의원,3,"[{""MeetingID"": ""1951-03-07||제2대국회 제10회(정기회) 제41차 국회본회의(전체회의)"", ""Date"": ""1951-03-07"", ""SeqA"": 61, ""SeqB"": 62, ""SpeechA"": ""1951-03-07||제2대국회 제10회(정기회) 제41차 국회본회의(전체회의)||61"", ""SpeechB"": ""1951-03-07||제2대국회 제10회(정기회) 제41차 국회본회의(전체회의)||62""}, {""MeetingID"": ""1953-01-14||제2대국회 제15회(정기회) 제5차 국회본회의(전체회의)"", ""Date"": ""1953-01-14"", ""SeqA"": 67, ""SeqB"": 68, ""SpeechA"": ""1953-01-14||제2대국회 제15회(정기회) 제5차 국회본회의(전체회의)||67"", ""SpeechB"": ""1953-01-14||제2대국회 제15회(정기회) 제5차 국회본회의(전체회의)||68""}, {""MeetingID"": ""1953-05-04||제2대국회 제15회(정기회) 제66차 국회본회의(전체회의)"", ""Date"": ""1953-05-04"", ""SeqA"": 187, ""SeqB"": 188, ""SpeechA"": ""1953-05-04||제2대국회 제15회(정기회) 제66차 국회본회의(전체회의)||187"", ""SpeechB"": ""1953-05-04||제2대국회 제15회(정기회) 제66차 국회본회의(전체회의)||188""}]"
교통부경리국장이동희,교통부차관송원영,3,"[{""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 87, ""SeqB"": 88, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||87"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||88""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 212, ""SeqB"": 213, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||212"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||213""}, {""MeetingID"": ""1958-11-19||제4대국회 제30회(정기회) 제5차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-19"", ""SeqA"": 52, ""SeqB"": 53, ""SpeechA"": ""1958-11-19||제4대국회 제30회(정기회) 제5차 교통체신위원회(전체회의)||52"", ""SpeechB"": ""1958-11-19||제4대국회 제30회(정기회) 제5차 교통체신위원회(전체회의)||53""}]"
김훈위원,제505수송단장현재,3,"[{""MeetingID"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-10"", ""SeqA"": 30, ""SeqB"": 31, ""SpeechA"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||30"", ""SpeechB"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||31""}, {""MeetingID"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-10"", ""SeqA"": 31, ""SeqB"": 32, ""SpeechA"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||31"", ""SpeechB"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||32""}, {""MeetingID"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-10"", ""SeqA"": 35, ""SeqB"": 36, ""SpeechA"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||35"", ""SpeechB"": ""1958-11-10||제4대국회 1958년도 국정감사 국방위원회(전체회의)||36""}]"
박영종위원,재정경제위원장박만원,3,"[{""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 80, ""SeqB"": 83, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||80"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||83""}, {""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 83, ""SeqB"": 84, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||83"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||84""}, {""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 93, ""SeqB"": 94, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||93"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||94""}]"
박순석의원,이재형의원,3,"[{""MeetingID"": ""1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)"", ""Date"": ""1948-07-07"", ""SeqA"": 231, ""SeqB"": 232, ""SpeechA"": ""1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||231"", ""SpeechB"": ""1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||232""}, {""MeetingID"": ""1949-04-25||제1대국회 제2회(정기회) 제84차 국회본회의(전체회의)"", ""Date"": ""1949-04-25"", ""SeqA"": 133, ""SeqB"": 134, ""SpeechA"": ""1949-04-25||제1대국회 제2회(정기회) 제84차 국회본회의(전체회의)||133"", ""SpeechB"": ""1949-04-25||제1대국회 제2회(정기회) 제84차 국회본회의(전체회의)||134""}, {""MeetingID"": ""1949-09-26||제1대국회 제5회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1949-09-26"", ""SeqA"": 51, ""SeqB"": 52, ""SpeechA"": ""1949-09-26||제1대국회 제5회(임시회) 제7차 국회본회의(전체회의)||51"", ""SpeechB"": ""1949-09-26||제1대국회 제5회(임시회) 제7차 국회본회의(전체회의)||52""}]"
최병권위원,헌병사령부제3부장김정채,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 68, ""SeqB"": 69, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||68"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||69""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 81, ""SeqB"": 82, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||81"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||82""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 111, ""SeqB"": 111, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||111"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||111""}]"
전문위원유태영,정성태위원,3,"[{""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 91, ""SeqB"": 92, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||91"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||92""}, {""MeetingID"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)"", ""Date"": ""1959-11-04"", ""SeqA"": 704, ""SeqB"": 705, ""SpeechA"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)||704"", ""SpeechB"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)||705""}, {""MeetingID"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)"", ""Date"": ""1959-11-04"", ""SeqA"": 705, ""SeqB"": 706, ""SpeechA"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)||705"", ""SpeechB"": ""1959-11-04||제4대국회 1959년도 국정감사 교통체신위원회(전체회의)||706""}]"
박영종위원,이충환위원,3,"[{""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 92, ""SeqB"": 93, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||92"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||93""}, {""MeetingID"": ""1956-07-17||제3대국회 제22회(정기회) 제6차 예산결산위원회(전체회의)"", ""Date"": ""1956-07-17"", ""SeqA"": 42, ""SeqB"": 43, ""SpeechA"": ""1956-07-17||제3대국회 제22회(정기회) 제6차 예산결산위원회(전체회의)||42"", ""SpeechB"": ""1956-07-17||제3대국회 제22회(정기회) 제6차 예산결산위원회(전체회의)||43""}, {""MeetingID"": ""1956-07-25||제3대국회 제22회(정기회) 제13차 예산결산위원회(전체회의)"", ""Date"": ""1956-07-25"", ""SeqA"": 183, ""SeqB"": 184, ""SpeechA"": ""1956-07-25||제3대국회 제22회(정기회) 제13차 예산결산위원회(전체회의)||183"", ""SpeechB"": ""1956-07-25||제3대국회 제22회(정기회) 제13차 예산결산위원회(전체회의)||184""}]"
교통부자재국이사관김병주,이동근위원,3,"[{""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 98, ""SeqB"": 99, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||98"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||99""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 99, ""SeqB"": 100, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||99"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||100""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 100, ""SeqB"": 101, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||100"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||101""}]"
위원장이정휴,헌병사령부제3부장김정채,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 76, ""SeqB"": 76, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||76"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||76""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 93, ""SeqB"": 93, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||93"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||93""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 101, ""SeqB"": 101, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||101"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||101""}]"
이형모위원,재무부차관김영찬,3,"[{""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 102, ""SeqB"": 103, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||102"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||103""}, {""MeetingID"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)"", ""Date"": ""1955-01-20"", ""SeqA"": 103, ""SeqB"": 104, ""SpeechA"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||103"", ""SpeechB"": ""1955-01-20||제3대국회 제19회(임시회) 제25차 예산결산위원회(전체회의)||104""}, {""MeetingID"": ""1955-05-27||제3대국회 제20회(정기회) 제9차 예산결산위원회(전체회의)"", ""Date"": ""1955-05-27"", ""SeqA"": 31, ""SeqB"": 32, ""SpeechA"": ""1955-05-27||제3대국회 제20회(정기회) 제9차 예산결산위원회(전체회의)||31"", ""SpeechB"": ""1955-05-27||제3대국회 제20회(정기회) 제9차 예산결산위원회(전체회의)||32""}]"
부의장조경규,신각휴의원,3,"[{""MeetingID"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)"", ""Date"": ""1955-10-29"", ""SeqA"": 83, ""SeqB"": 84, ""SpeechA"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)||83"", ""SpeechB"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)||84""}, {""MeetingID"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)"", ""Date"": ""1955-10-29"", ""SeqA"": 84, ""SeqB"": 85, ""SpeechA"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)||84"", ""SpeechB"": ""1955-10-29||제3대국회 제21회(임시회) 제29차 국회본회의(전체회의)||85""}, {""MeetingID"": ""1955-12-19||제3대국회 제21회(임시회) 제53차 국회본회의(전체회의)"", ""Date"": ""1955-12-19"", ""SeqA"": 159, ""SeqB"": 162, ""SpeechA"": ""1955-12-19||제3대국회 제21회(임시회) 제53차 국회본회의(전체회의)||159"", ""SpeechB"": ""1955-12-19||제3대국회 제21회(임시회) 제53차 국회본회의(전체회의)||162""}]"
교통부시설국장현영일,이동근위원,3,"[{""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 103, ""SeqB"": 104, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||103"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||104""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 104, ""SeqB"": 105, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||104"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||105""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 105, ""SeqB"": 106, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||105"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||106""}]"
검사강서룡,헌병사령관원용덕,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 95, ""SeqB"": 95, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||95"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||95""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 97, ""SeqB"": 98, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||97"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||98""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 104, ""SeqB"": 105, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||104"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||105""}]"
이필호위원,최병권위원,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 113, ""SeqB"": 113, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||113"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||113""}, {""MeetingID"": ""1958-10-20||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-20"", ""SeqA"": 18, ""SeqB"": 18, ""SpeechA"": ""1958-10-20||제4대국회 1958년도 국정감사 국방위원회(전체회의)||18"", ""SpeechB"": ""1958-10-20||제4대국회 1958년도 국정감사 국방위원회(전체회의)||18""}, {""MeetingID"": ""1958-11-09||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-09"", ""SeqA"": 52, ""SeqB"": 53, ""SpeechA"": ""1958-11-09||제4대국회 1958년도 국정감사 국방위원회(전체회의)||52"", ""SpeechB"": ""1958-11-09||제4대국회 1958년도 국정감사 국방위원회(전체회의)||53""}]"
교통부시설국기감신무성,이동근위원,3,"[{""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 106, ""SeqB"": 107, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||106"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||107""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 107, ""SeqB"": 108, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||107"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||108""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 108, ""SeqB"": 109, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||108"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 교통체신위원회(전체회의)||109""}]"
검사김창욱,서울지방검찰청검사장김치열,3,"[{""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 118, ""SeqB"": 119, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||118"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||119""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 123, ""SeqB"": 124, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||123"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||124""}, {""MeetingID"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-03"", ""SeqA"": 124, ""SeqB"": 125, ""SpeechA"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||124"", ""SpeechB"": ""1958-07-03||제4대국회 1958년도 국정감사 국방위원회(전체회의)||125""}]"
유성권위원,체신부경리국장김봉렬,3,"[{""MeetingID"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 108, ""SeqB"": 109, ""SpeechA"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||108"", ""SpeechB"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||109""}, {""MeetingID"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 109, ""SeqB"": 110, ""SpeechA"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||109"", ""SpeechB"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||110""}, {""MeetingID"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 162, ""SeqB"": 163, ""SpeechA"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||162"", ""SpeechB"": ""1958-11-13||제4대국회 제30회(정기회) 제3차 교통체신위원회(전체회의)||163""}]"
위원장이영언,홍승업위원,3,"[{""MeetingID"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)"", ""Date"": ""1958-11-11"", ""SeqA"": 22, ""SeqB"": 23, ""SpeechA"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)||22"", ""SpeechB"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)||23""}, {""MeetingID"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)"", ""Date"": ""1958-11-11"", ""SeqA"": 23, ""SeqB"": 24, ""SpeechA"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)||23"", ""SpeechB"": ""1958-11-11||제4대국회 제30회(정기회) 제2차 상공위원회(전체회의)||24""}, {""MeetingID"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 상공위원회(전체회의)"", ""Date"": ""1958-11-14"", ""SeqA"": 74, ""SeqB"": 75, ""SpeechA"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 상공위원회(전체회의)||74"", ""SpeechB"": ""1958-11-14||제4대국회 제30회(정기회) 제4차 상공위원회(전체회의)||75""}]"
유용식위원,제5군단장이성가,3,"[{""MeetingID"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-08"", ""SeqA"": 24, ""SeqB"": 24, ""SpeechA"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||24"", ""SpeechB"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||24""}, {""MeetingID"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-08"", ""SeqA"": 26, ""SeqB"": 26, ""SpeechA"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||26"", ""SpeechB"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||26""}, {""MeetingID"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-08"", ""SeqA"": 28, ""SeqB"": 28, ""SpeechA"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||28"", ""SpeechB"": ""1958-11-08||제4대국회 1958년도 국정감사 국방위원회(전체회의)||28""}]"
김영동의원,김웅진의원,3,"[{""MeetingID"": ""1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)"", ""Date"": ""1948-07-15"", ""SeqA"": 316, ""SeqB"": 317, ""SpeechA"": ""1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||316"", ""SpeechB"": ""1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||317""}, {""MeetingID"": ""1948-12-09||제1대국회 제1회(임시회) 제125차 국회본회의(전체회의)"", ""Date"": ""1948-12-09"", ""SeqA"": 141, ""SeqB"": 142, ""SpeechA"": ""1948-12-09||제1대국회 제1회(임시회) 제125차 국회본회의(전체회의)||141"", ""SpeechB"": ""1948-12-09||제1대국회 제1회(임시회) 제125차 국회본회의(전체회의)||142""}, {""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 113, ""SeqB"": 114, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||113"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||114""}]"
