Assembly_Num,Speaker,직책,Party,지역,소속위원회,당선횟수,기술,소득,노동,이민,이주,외국인,발언횟수,총어절수,기술_회기수,소득_회기수,노동_회기수,이민_회기수,이주_회기수,외국인_회기수,기술_빈도_1만어절당,소득_빈도_1만어절당,노동_빈도_1만어절당,이민_빈도_1만어절당,이주_빈도_1만어절당,외국인_빈도_1만어절당
제4대,김철안,위원,자유당,경북 금릉,"",재선,7,1,0,0,0,0,61,16295,4,1,0,0,0,0,4.3,0.61,0.0,0.0,0.0,0.0
제4대,윤명운,의원,민주당,서울 영등포구갑,"",재선,0,0,0,0,0,0,10,6629,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,유성권,의원,민주당,서울 성동구갑,"",3선,2,0,0,0,0,0,24,6104,5,0,2,1,0,0,3.28,0.0,0.0,0.0,0.0,0.0
제4대,이영언,"",자유당,"경남 부산시,영도갑","",재선,0,0,0,0,0,0,1,29,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이근채,"","","","","",2,0,0,0,0,1,3,755,1,0,0,0,0,1,26.49,0.0,0.0,0.0,0.0,13.25
제3대,정존수,의원,자유당,경기 수원,"",재선,2,0,0,0,0,0,5,1405,1,0,0,0,0,0,14.23,0.0,0.0,0.0,0.0,0.0
제4대,박종길,의원,자유당,경북 영양군,"",3선,0,0,0,0,0,0,4,1472,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,서상일,시국대책부위원장,한국민주당,경북 대구을,"",재선,0,0,0,0,0,0,7,1017,6,1,6,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최재섭,증인,"","","","",0,0,0,0,0,0,40,433,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,연구는,국방부경리국장,"","","","",0,0,0,0,0,0,1,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,없도록,"","","","","",0,0,0,0,0,0,1,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,"",운영위원장,"","","","",0,0,0,0,0,0,3,1085,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이종태,전매청총무국장,"","","","",0,0,0,0,0,0,1,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,신도환,위원,무소속,경북 대구시갑,"",5선,1,0,0,0,0,0,13,833,1,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0
제3대,신현주,서울특별시건설국장,"","","","",0,0,0,0,0,0,3,589,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,지금,육군본부군수국장,"","","","",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이재,부의장,"","","","",0,0,0,0,0,0,1,194,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정낙훈,위원,자유당,충남 대전갑,"",초선,1,0,0,0,0,0,14,4296,1,0,0,0,0,0,2.33,0.0,0.0,0.0,0.0,0.0
제4대,계획인원,육군본부인사국장,"","","","",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,홍익표,의원,무소속,경기 가평,"",6선,0,0,0,0,0,0,4,157,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김장흥,치안국장,"","","","",0,0,0,0,0,0,1,216,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,노진설,감찰위원회위원장,"","","","",0,0,0,0,0,0,1,320,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,니까,"","","","","",0,0,0,0,0,0,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최진국,증인,"","","","",0,0,0,0,0,0,21,622,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정존수,"",자유당,경기 평택군,"",재선,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,초청인사,"","","","","",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤우경,구황실총무국장,"","","","",0,0,0,0,0,0,5,246,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,표는,위원장,"","","","",3,3,0,0,0,3,4,5773,3,1,0,0,0,3,5.2,5.2,0.0,0.0,0.0,5.2
제헌,원용균,의원,대한독립촉성국민회,강원 횡성,"",초선,0,0,0,0,0,0,5,1063,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,수연의직,농지관리국장,"","","","",2,0,0,0,0,0,1,12,1,0,0,0,0,0,1666.67,0.0,0.0,0.0,0.0,0.0
제2대,한국원,사회보건위원장,무소속,경북 영덕,"",초선,0,0,0,0,0,0,28,1617,4,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이기붕,의장,자유당,경기 이천,"",재선,0,1,0,0,0,0,59,3715,0,1,0,0,0,0,0.0,2.69,0.0,0.0,0.0,0.0
제헌,김명동,의원,무소속,충남 공주갑,"",재선,1,0,0,0,1,0,137,9513,1,0,0,0,1,0,1.05,0.0,0.0,0.0,1.05,0.0
제4대,하태환,"",자유당,경북 포항,"",재선,0,0,0,0,0,0,1,100,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,황성수,"",무소속,서울 용산구갑,"",4선,0,0,0,0,0,0,1,34,4,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
제3대,"",의원,"","","","",0,0,0,0,0,0,1,44,94,35,22,8,8,20,0.0,0.0,0.0,0.0,0.0,0.0
제3대,최정우,사무총장,"","","","",3,1,0,0,0,0,25,6223,1,1,0,0,0,0,4.82,1.61,0.0,0.0,0.0,0.0
제4대,박병호,위원,"","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김병윤,양정국장,"","","","",0,0,0,0,0,0,1,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이존화,문교위원장,자유당,전북 완주군갑,"",재선,0,0,0,0,0,0,14,1736,4,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이병하,위원,민주당,경북 대구시을,"",재선,1,0,0,0,0,0,64,6735,1,0,0,1,0,0,1.48,0.0,0.0,0.0,0.0,0.0
제4대,김영간,법무부법무국장,"","","","",0,0,0,0,0,0,1,225,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,표현태,의원,대한독립촉성국민회,경남 거창,"",초선,0,0,0,0,0,0,18,927,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이성주,의원,자유당,경기 고양,"",초선,1,0,0,0,0,0,31,11442,4,1,0,0,0,0,0.87,0.0,0.0,0.0,0.0,0.0
제헌,윤치영,위원,한국민주당,서울 중구,"",4선,0,0,0,0,0,0,7,328,3,2,1,2,9,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,강두기,해무청시설국장,"","","","",0,0,0,0,0,0,4,347,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,감시는,해군본부관리참모부장,"","","","",0,0,0,0,0,0,1,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,신용욱,의원,자유당,전북 고창군을,"",재선,1,0,0,0,0,0,11,6802,1,0,0,0,0,1,1.47,0.0,0.0,0.0,0.0,0.0
제3대,헌법,"","","","","",0,0,0,0,0,0,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,심계원장,"","","","","",0,0,0,0,0,0,13,3894,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,위원회,위원,"","","","",0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정규상,"",자유당,강원 영월,"",재선,0,0,0,0,0,0,1,29,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
제헌,부의강,"","","","","",0,0,0,0,0,0,1,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,백한성,내무부장관,"","","","",0,1,0,0,0,0,28,8925,0,1,0,0,0,0,0.0,1.12,0.0,0.0,0.0,0.0
제4대,장경수,해군본부수로국장,"","","","",0,0,0,0,0,0,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,야간에,"","","","","",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이상용,내무위원장,자유당,"경남 부산시,서구갑","",초선,0,0,0,0,0,0,3,1022,3,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,제길윤,증인,"","","","",0,0,0,0,0,0,7,161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,표는,위원장,"","","","",0,0,0,0,0,0,1,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,안용백,문교위원장,자유당,전남 보성,"",초선,0,0,0,0,0,0,2,194,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,외교상,"","","","","",0,0,0,0,0,0,1,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,차경모,의원,무소속,전남 강진,"",초선,0,0,0,0,0,0,9,2010,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조순,위원,자유당,전남 곡성군,"",3선,2,0,0,0,0,0,19,4078,7,3,2,0,0,0,4.9,0.0,0.0,0.0,0.0,0.0
제4대,이영희,의원,자유당,경남 의령,"",재선,0,0,0,0,0,0,39,13696,8,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,수로여비,수로국장,"","","","",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김상덕,특별조사위원장,민족통일본부,경북 고령,"",초선,0,0,0,0,0,0,13,2260,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,고담용,의원,민주당,제주 제주,"",재선,1,2,0,0,0,0,11,9038,5,2,1,0,0,0,1.11,2.21,0.0,0.0,0.0,0.0
제3대,표양문,의원,자유당,경기 인천병,"",초선,0,0,0,0,0,0,1,974,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,오하영,임시의장,무소속,서울 종로구을,"",초선,0,0,0,0,0,0,22,1062,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,한희석,부의장,자유당,충남 천안갑,"",재선,1,6,0,1,0,0,880,48362,1,1,0,1,0,0,0.21,1.24,0.0,0.21,0.0,0.0
제헌,국방차관,"","","","","",0,0,0,0,0,0,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,대리,내무위원장,"","","","",0,0,0,0,0,0,1,621,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박세경,법사위원장,자유당,전북 임실,"",재선,0,0,0,0,0,0,1,16,3,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이영희,농림위원장,자유당,경남 의령,"",재선,2,0,0,0,0,0,6,2560,8,3,1,0,0,0,7.81,0.0,0.0,0.0,0.0,0.0
제4대,김정환,의원,민주당,경남 밀양을,"",초선,1,0,0,0,0,0,2,2873,1,1,0,0,0,0,3.48,0.0,0.0,0.0,0.0,0.0
제3대,이정희,의원,자유당,경북 영주군,"",재선,13,2,0,0,1,2,13,17473,4,1,0,0,1,1,7.44,1.14,0.0,0.0,0.57,1.14
제3대,박도언,전매청총무국장,"","","","",2,0,0,0,0,0,42,1952,1,0,0,0,0,0,10.25,0.0,0.0,0.0,0.0,0.0
제2대,신중목,농림부장관,무소속,경남 거창,"",초선,3,0,0,0,0,0,11,8002,2,0,0,0,0,0,3.75,0.0,0.0,0.0,0.0,0.0
제헌,오택관,의원,한국독립당,경기 옹진갑,"",초선,0,0,0,0,0,0,62,4856,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김익로,징계자격위원장,"","","","",0,0,0,0,0,0,5,1203,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최경남,증인,"","","","",0,0,0,0,0,0,113,5612,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,모르지,"","","","","",0,0,0,0,0,0,1,300,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박인순,보건사회부부녀국장,"","","","",1,0,0,0,0,0,1,370,1,0,0,0,0,0,27.03,0.0,0.0,0.0,0.0,0.0
제4대,이갑식,재정경제위원장,자유당,전남 구례,"",재선,0,11,0,0,0,0,3,2490,2,9,0,0,0,0,0.0,44.18,0.0,0.0,0.0,0.0
제4대,원호단체,국방부경리국장,"","","","",0,0,0,0,0,0,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김성근,증인,"","","","",0,0,0,0,0,0,23,1329,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,한희석,내무분과위원장,자유당,충남 천안군,"",재선,0,0,0,0,0,0,3,400,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,류지원,의원,"","","","",0,0,0,0,0,0,2,1772,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,직원,"","","","","",0,0,0,0,0,0,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,원장길,의원,대동청년당,강원 강릉갑,"",초선,0,0,0,0,0,0,26,3475,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,구흥남,위원장,자유당,전남 화순,"",재선,5,0,0,1,0,0,190,6940,7,0,0,1,0,0,7.2,0.0,0.0,1.44,0.0,0.0
제4대,적어도,해군본부인사국장,"","","","",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,반장대리,"","","","","",0,0,0,0,0,0,1,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,대한민국,"","","","","",0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김태희,의원,무소속,황해도 연백을,"",초선,2,0,0,0,0,0,5,1535,1,0,0,0,0,0,13.03,0.0,0.0,0.0,0.0,0.0
제2대,"",시회보건위원장,"","","","",0,0,0,0,0,0,1,107,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김철안,위원,자유당,경북 금릉군,"",재선,0,0,0,0,0,0,7,1844,2,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,행정부,"","","","","",0,0,0,0,0,0,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,남궁현,의원,대한독립촉성국민회,충남 부여갑,"",초선,0,0,0,0,0,0,27,2157,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이필재,증인,"","","","",0,0,0,0,0,0,17,490,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김동준,위원,무소속,충남 서산을,"",초선,0,0,0,0,0,0,2,2,3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,황병규,"",무소속,전남 여수을,"",재선,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김법린,문교부장관,"","","","",2,0,0,0,0,0,16,6870,2,0,0,0,0,0,2.91,0.0,0.0,0.0,0.0,0.0
제헌,최규옥,의원,대한독립촉성국민회,강원 춘천,"",재선,1,0,0,0,0,0,27,1251,1,0,0,0,0,0,7.99,0.0,0.0,0.0,0.0,0.0
제4대,이것은,공군본부경리국장,"","","","",0,0,0,0,0,0,1,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,오세창씨,"","","","","",0,0,0,0,0,0,1,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,인태식,재무장관,자유당,충남 당진군갑,"",3선,0,0,0,0,0,0,3,262,6,14,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,오기열,의원,무소속,전북 진안,"",초선,0,0,0,0,0,0,17,1110,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,차가,육군본부인사국장,"","","","",0,0,0,0,0,0,1,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,비성,"","","","","",0,0,0,0,0,0,1,463,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이선근,문교부장관,"","","","",27,0,0,5,0,0,48,50828,9,0,0,2,0,0,5.31,0.0,0.0,0.98,0.0,0.0
제3대,김종원,내무부치안국장,"","","","",0,0,0,0,0,0,1,411,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이강학,내무부치안국장,"","","","",1,0,0,0,0,0,27,4561,1,0,0,0,0,0,2.19,0.0,0.0,0.0,0.0,0.0
제4대,서임수,의원,무소속,강원 철원,"",초선,0,0,0,0,0,0,1,862,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,조헌영,의원,무소속,경북 영양,"",재선,0,0,0,0,0,0,2,293,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,수리비의,육군본부관리국장,"","","","",3,0,0,0,0,0,1,40,1,0,0,0,0,0,750.0,0.0,0.0,0.0,0.0,0.0
제4대,유용식,위원장,자유당,경기 양평,"",초선,0,0,0,7,0,0,240,6043,3,1,1,6,0,0,0.0,0.0,0.0,11.58,0.0,0.0
제4대,배경주,증인,"","","","",0,0,0,0,0,0,35,267,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,서상환,법무부장관,"","","","",0,0,0,0,0,0,24,11170,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,임흥순,의원,무소속,서울 성동구갑,"",재선,0,0,0,0,0,0,20,6862,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,안춘생,육군본부인사참모부장,"","","","",1,0,0,0,0,0,17,566,1,0,0,0,0,0,17.67,0.0,0.0,0.0,0.0,0.0
제4대,진형하,위원,민주당,충남 대전을,"",3선,3,0,0,0,0,1,175,15141,2,0,1,0,0,1,1.98,0.0,0.0,0.0,0.0,0.66
제3대,박흥규,위원,자유당,전남 광산을,"",재선,18,0,0,0,0,0,108,14835,10,0,0,0,0,0,12.13,0.0,0.0,0.0,0.0,0.0
제3대,박영출,위원,자유당,경북 의성갑,"",재선,0,0,0,0,0,0,10,749,2,4,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김형대,증인,"","","","",0,0,0,0,0,0,32,929,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이성학,위원,대동청년당,전남 해남을,"",초선,1,0,0,0,0,0,5,551,2,1,1,0,1,0,18.15,0.0,0.0,0.0,0.0,0.0
제4대,강봉수,보건사회부원호국장,"","","","",0,0,0,0,0,0,1,383,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정명섭,교통체신위원장,자유당,전남 나주군을,"",3선,0,0,0,0,0,0,3,76,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,홍익표,운영위원장,무소속,경기 가평,"",6선,0,0,0,0,0,0,9,759,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이호,법무부장관,"","","","",5,0,0,0,0,0,130,39836,3,0,0,0,0,0,1.26,0.0,0.0,0.0,0.0,0.0
제4대,안균섭,위원,자유당,전북 남원을,"",초선,1,0,0,0,0,0,152,11296,1,0,0,0,0,0,0.89,0.0,0.0,0.0,0.0,0.0
제2대,노랜드,의원,"","","","",0,0,0,0,0,0,1,534,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,노진설,감찰위원장,"","","","",0,0,0,0,0,0,1,240,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,그런,수로국장,"","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,기획처장,"","","","","",0,1,0,0,0,0,14,6473,0,1,0,0,0,0,0.0,1.54,0.0,0.0,0.0,0.0
제4대,신정강,증인,"","","","",0,0,0,0,0,0,21,173,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,회부도,"","","","","",0,0,0,0,0,0,1,150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,안용대,의원,무소속,경북 경주,"",재선,0,0,0,0,0,3,9,3974,2,4,0,0,0,2,0.0,0.0,0.0,0.0,0.0,7.55
제4대,발행하지,수로국장,"","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김상도,"",자유당,경북 영천군갑,"",재선,0,0,0,0,0,0,1,69,4,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,문봉제,교통부장관,"","","","",18,2,0,0,0,0,66,25025,8,1,0,0,0,1,7.19,0.8,0.0,0.0,0.0,0.0
제헌,부통령,"","","","","",0,0,0,0,0,0,2,294,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,공보실장,"","","","","",37,0,0,0,0,2,138,49887,8,0,0,0,0,2,7.42,0.0,0.0,0.0,0.0,0.4
제헌,원용환,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,사무차장,"","","","","",0,0,0,0,0,0,2,241,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정의택,문교부보통교육국장,"","","","",0,0,0,0,0,0,17,1222,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,임문석,의원,민주당,경북 대구시병,"",재선,9,6,0,0,0,11,21,15658,8,5,1,0,0,6,5.75,3.83,0.0,0.0,0.0,7.03
제2대,속에,"","","","","",0,0,0,0,0,0,1,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,연락해서,증인,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,염우양,의원,"","","","",0,0,0,0,0,0,1,99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤만석,의원,자유당,경북 문경,"",초선,0,0,0,0,0,0,12,18430,3,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조만종,위원,자유당,경남 밀양을,"",초선,7,2,0,0,0,0,82,14359,3,2,1,0,0,0,4.87,1.39,0.0,0.0,0.0,0.0
제3대,정영기,광무국장,"","","","",0,0,0,0,0,0,1,319,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김경배,의원,대한국민당,황해도 연백갑,"",재선,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이형모,부흥위원장,자유당,전남 승주,"",재선,0,0,0,0,0,0,2,103,7,3,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김규만,위원,민주당,경북 의성갑,"",초선,1,0,0,1,0,0,5,1648,1,0,0,1,0,0,6.07,0.0,0.0,6.07,0.0,0.0
제3대,그전,"","","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김규진,증인,"","","","",0,0,0,0,0,0,3,128,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,강봉옥,의원,자유당,경남 하동,"",초선,0,0,0,0,0,0,3,3258,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,곽상훈,의원,민주당,경기 인천시을,"",5선,0,0,0,0,0,0,17,9723,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이형모,의원,자유당,전남 승주,"",재선,0,0,0,0,0,0,7,5115,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최인규,의원,자유당,경기 광주,"",초선,0,0,0,0,0,0,3,2904,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,"",산업위원회위원장,"","","","",0,0,0,0,0,0,1,19,35,14,13,1,8,13,0.0,0.0,0.0,0.0,0.0,0.0
제2대,박정근,위원,무소속,전북 전주,"",재선,0,0,0,0,0,0,1,1097,6,10,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,인태식,의원,자유당,충남 당진군갑,"",3선,1,2,0,0,0,0,9,6023,6,14,3,0,0,1,1.66,3.32,0.0,0.0,0.0,0.0
제4대,임봉순,증인,"","","","",0,0,0,0,0,0,30,509,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,오위영,전원위원장,무소속,경남 울산갑,"",3선,0,1,0,0,0,0,1,854,3,5,1,0,0,1,0.0,11.71,0.0,0.0,0.0,0.0
제헌,백남칠,관재총국장,"","","","",0,0,0,0,0,0,2,1555,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,홍창섭,농립위원장,자유당,강원 춘천,"",4선,0,0,0,0,0,0,1,6,5,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,"",외무위원장,"","","","",0,0,0,0,0,0,13,4337,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제3대,아동,"","","","","",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김우식,의원,전도회,경북 달성,"",초선,0,0,0,0,2,0,122,8610,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.32,0.0
제3대,번호표,"","","","","",0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,원용석,"",자유당,충남 당진을,"",초선,0,0,0,0,0,0,1,20,9,7,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김경술,증인,"","","","",0,1,0,0,0,0,56,3180,0,1,0,0,0,0,0.0,3.14,0.0,0.0,0.0,0.0
제헌,백관수,법제사법위원회위원장,한국민주당,전북 고창을,"",초선,0,0,0,0,0,0,3,445,6,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0
제헌,윤치영,의원,한국민주당,서울 중구,"",4선,2,0,0,5,3,1,136,29062,3,2,1,2,9,1,0.69,0.0,0.0,1.72,1.03,0.34
제3대,장석윤,의원,무소속,강원 횡성군,"",재선,0,0,0,0,0,0,3,866,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,류지원,국방위원장,"","","","",0,0,0,0,0,0,3,1428,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박용익,"",자유당,강원 명주,"",재선,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,유진홍,위원,대한독립촉성국민회,충남 논산갑,"",초선,3,0,0,0,0,0,3,744,4,1,3,0,0,1,40.32,0.0,0.0,0.0,0.0,0.0
제3대,장영근,위원,무소속,충북 단양,"",초선,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
