Assembly_Num,Speaker,직책,Party,지역,소속위원회,당선횟수,기술,소득,노동,이민,이주,외국인,발언횟수,총어절수,기술_회기수,소득_회기수,노동_회기수,이민_회기수,이주_회기수,외국인_회기수,기술_빈도_1만어절당,소득_빈도_1만어절당,노동_빈도_1만어절당,이민_빈도_1만어절당,이주_빈도_1만어절당,외국인_빈도_1만어절당
제4대,농사원장,"","","","","",3,0,0,0,0,0,4,1953,1,0,0,0,0,0,15.36,0.0,0.0,0.0,0.0,0.0
제4대,봉급이,육군본부작전교육국장,"","","","",0,0,0,0,0,0,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,박정근,"",무소속,전북 전주,"",재선,0,0,0,0,0,0,1,36,6,10,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,정기원,의원,자유당,경남 부산시병,"",재선,0,0,0,0,0,0,12,4868,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,이석기,내무위원장,무소속,충남 부여갑,"",3선,2,0,0,0,0,0,38,9356,3,1,0,0,0,0,2.14,0.0,0.0,0.0,0.0,0.0
제3대,전상요,의원,무소속,강원 정선,"",초선,0,0,0,0,0,0,7,2101,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,이학림,의원,무소속,충북 음성,"",재선,0,0,0,0,0,0,2,994,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김선우,위원,자유당,충북 보은군,"",재선,0,0,0,0,0,0,5,815,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,장기영,체신부장관,무소속,강원 영월,"",초선,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김달수,위원,자유당,충남 공주군을,"",재선,0,0,0,0,0,0,24,2057,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김상도,"",자유당,경북 영천갑,"",재선,0,0,0,0,0,0,1,24,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,"",농림위원장,"","","","",0,0,0,0,0,0,2,195,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제4대,제가,육군본부작전교육국장,"","","","",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,운치영,부의장,"","","","",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,류진산,위원,"","","","",2,1,0,0,0,2,77,17581,7,1,0,0,0,1,1.14,0.57,0.0,0.0,0.0,1.14
제4대,유봉순,의원,자유당,경남 합천갑,"",재선,0,0,0,0,0,0,12,8262,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,양일동,위원,무소속,전북 옥구,"",5선,1,11,0,0,0,0,221,19681,2,7,1,0,0,1,0.51,5.59,0.0,0.0,0.0,0.0
제4대,김상도,위원,자유당,경북 영천갑,"",재선,1,0,0,0,0,1,61,11690,1,0,0,0,0,1,0.86,0.0,0.0,0.0,0.0,0.86
제3대,사업비라,농림국장,"","","","",1,0,0,0,0,0,1,6,1,0,0,0,0,0,1666.67,0.0,0.0,0.0,0.0,0.0
제4대,주로,육군본부작전교육국장,"","","","",0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,조진만,법무부장관,"","","","",1,0,0,0,0,0,26,6710,1,0,0,0,0,0,1.49,0.0,0.0,0.0,0.0,0.0
제4대,최석림,위원,무소속,경남 고성군,"",4선,3,0,0,0,0,0,19,5300,1,0,0,0,0,0,5.66,0.0,0.0,0.0,0.0,0.0
제3대,가하여,"","","","","",0,0,0,0,0,0,1,226,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,최용근,위원,자유당,강원 강릉시갑,"",재선,0,0,0,0,0,0,31,2142,4,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김철수,의원,대한독립촉성국민회,충남 부여을 ,"",초선,0,0,0,0,0,0,29,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,하는,"","","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,유충렬,서울특별시경찰국장,"","","","",2,0,0,0,0,0,6,1991,1,0,0,0,0,0,10.05,0.0,0.0,0.0,0.0,0.0
제2대,"",외무국방위원장,"","","","",0,0,0,0,0,0,3,680,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제4대,특별한,수로국장,"","","","",0,0,0,0,0,0,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김형일,연합참모본부장,"","","","",0,0,0,0,0,0,1,291,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,오위영,예산결산위원장,무소속,경남 울산갑,"",3선,6,1,0,0,0,0,42,7612,3,5,1,0,0,1,7.88,1.31,0.0,0.0,0.0,0.0
제2대,우문,의원,대한국민당,경북 김천,"",초선,7,0,0,3,0,6,45,11176,6,0,0,1,0,1,6.26,0.0,0.0,2.68,0.0,5.37
제4대,감사합니,육군본부작전교육국장,"","","","",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤만석,위원,자유당,경북 문경,"",초선,0,0,0,0,0,0,2,319,3,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,대법원장,"","","","","",0,0,0,0,0,0,1,381,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,강달수,의원,부산15구락부,경남 하동,"",초선,0,0,0,0,0,0,14,407,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정규상,위원장,자유당,강원 영월,"",재선,2,0,0,0,0,1,161,3866,3,0,0,0,0,2,5.17,0.0,0.0,0.0,0.0,2.59
제3대,장경근,위원,자유당,경기 부천,"",재선,0,0,0,0,0,0,1,4098,9,1,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤제술,의원,무소속,전북 김제군을,"",6선,4,0,0,0,0,0,21,17084,1,0,0,0,0,0,2.34,0.0,0.0,0.0,0.0,0.0
제헌,뱍해극,의원,"","","","",0,0,0,0,0,0,1,369,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,책정,"","","","","",0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,색갈,"","","","","",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,그것은,공군본부경리국장,"","","","",0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,박희현,재무부장관,"","","","",1,4,0,0,0,0,36,18520,1,3,0,0,0,0,0.54,2.16,0.0,0.0,0.0,0.0
제헌,이청천,전원위원장,"","","","",0,0,0,0,0,0,1,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,대리자,"","","","","",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,황병수,의원,"","","","",0,0,0,0,0,0,1,279,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,차윤홍,사무국장,"","","","",0,0,0,0,0,0,4,128,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,서상호,의원,무소속,경남 통영갑,"",초선,0,0,0,0,0,0,1,514,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김준연,의원,통일당,전남 영암군,"",5선,0,0,0,0,0,0,21,6392,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이진수,위원,무소속,경기 양주을,"",재선,0,0,0,0,0,0,10,775,20,4,9,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0
제3대,지금말씀,농림국장,"","","","",1,0,0,0,0,0,1,5,1,0,0,0,0,0,2000.0,0.0,0.0,0.0,0.0,0.0
제3대,박도언,농림부양정국장,"","","","",0,0,0,0,0,0,1,115,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,지대형,외무국방위원장,"","","","",0,0,0,1,1,20,13,5885,1,0,0,1,1,1,0.0,0.0,0.0,1.7,1.7,33.98
제헌,이정기,의원,조선민족청년단,전북 남원,"",초선,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김종신,위원장,자유당,경남 마산,"",초선,1,2,0,0,0,0,585,12547,4,1,0,0,0,1,0.8,1.59,0.0,0.0,0.0,0.0
제3대,김봉관,양정국장,"","","","",0,0,0,0,0,0,1,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이병관,위원,무소속,경북 김천을,"",초선,4,0,0,0,0,0,1,375,1,0,0,0,0,0,106.67,0.0,0.0,0.0,0.0,0.0
제3대,이성주,위원,자유당,경기 고양,"",초선,0,0,0,0,0,0,3,438,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,소속,"","","","","",2,0,0,0,0,0,1,432,1,0,0,0,0,0,46.3,0.0,0.0,0.0,0.0,0.0
제헌,김옥주,위원,무소속,전남 광양,"",초선,3,0,0,0,0,0,21,2219,3,0,0,0,2,0,13.52,0.0,0.0,0.0,0.0,0.0
제4대,박만원,의원,자유당,경북 군위군,"",3선,0,2,0,0,0,0,20,13563,2,1,0,1,0,0,0.0,1.47,0.0,0.0,0.0,0.0
제2대,대리,법제사법위원장,"","","","",0,0,0,0,0,0,1,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,오림근,기획처예산국장,"","","","",2,0,0,0,0,0,4,89,1,0,0,0,0,0,224.72,0.0,0.0,0.0,0.0,0.0
제4대,류진산,위원,"","","","",3,0,0,0,0,0,118,18104,3,0,0,0,0,0,1.66,0.0,0.0,0.0,0.0,0.0
제헌,장도영,의원,"","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,서우식,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,부정을,국방부경리국장,"","","","",0,0,0,0,0,0,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이순탁,정부위원,"","","","",0,0,0,0,0,0,1,486,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김병윤,농림부농정국장,"","","","",0,0,0,0,0,0,8,794,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김정호,위원,자유당,전남 광양,"",초선,1,0,0,0,0,0,13,1547,3,1,2,0,0,1,6.46,0.0,0.0,0.0,0.0,0.0
제4대,인태식,의원,자유당,충남 당진갑,"",3선,0,0,0,0,0,0,2,4378,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박용익,위원,자유당,강원 명주,"",재선,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,동의,"","","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,서인홍,의원,무소속,경남 진주,"",초선,1,0,0,0,0,0,18,7011,1,0,0,0,0,0,1.43,0.0,0.0,0.0,0.0,0.0
제4대,서득용,증인,"","","","",0,0,0,0,0,0,12,111,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,것을,"","","","","",0,0,0,0,0,0,1,36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,면서,"","","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,구흥남,부흥위원장,자유당,전남 화순,"",재선,0,0,0,0,0,0,3,564,7,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이한빈,재무부예산국장,"","","","",2,0,0,0,0,0,38,5167,2,0,0,0,0,0,3.87,0.0,0.0,0.0,0.0,0.0
제4대,지창하,체신부경리국장,"","","","",3,0,0,0,0,0,19,1116,2,0,0,0,0,0,26.88,0.0,0.0,0.0,0.0,0.0
제3대,통령,"","","","","",0,0,0,0,0,0,1,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,빅윤원,의원,"","","","",0,0,0,0,0,0,1,230,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,하태환,위원장,자유당,경북 포항,"",재선,0,0,0,0,0,0,265,7612,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김봉준,증인,"","","","",0,0,0,0,0,0,21,790,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정순조,증인,"","","","",0,0,0,0,0,0,11,160,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,소선규,상공위원장,민주국민당,전북 익산갑,"",4선,1,2,0,0,0,2,87,16203,2,7,4,1,0,1,0.62,1.23,0.0,0.0,0.0,1.23
제3대,최순주,의원,자유당,충북 영동,"",초선,0,0,0,0,0,0,12,5291,1,2,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조병옥,위원,민주국민당,경북 대구시을,"",재선,0,0,0,0,0,0,2,646,5,6,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,조봉안,부의장,"","","","",0,0,0,0,0,0,3,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,민한식,내무부토목국장,"","","","",22,0,0,0,0,0,20,4759,4,0,0,0,0,0,46.23,0.0,0.0,0.0,0.0,0.0
제4대,최규남,위원,자유당,서울 서대문구을,"",초선,0,0,0,0,0,0,7,763,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,저희들이,육군본부인사국장,"","","","",0,0,0,0,0,0,1,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,북한에서,공군작전참모부장,"","","","",0,0,0,0,0,0,1,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김정권,육군본부정보국장,"","","","",3,0,0,0,0,0,24,413,1,0,0,0,0,0,72.64,0.0,0.0,0.0,0.0,0.0
제4대,이것이,해병대사령부군수국장,"","","","",0,0,0,0,0,0,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김정기,의원,무소속,전남 승주,"",초선,0,0,0,0,0,0,8,1524,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이익흥,내무장관,"","","","",0,0,0,0,0,0,3,58,2,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,황성수,위원,자유당,전남 보성군,"",4선,0,0,0,0,0,0,1,370,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,박천일,검찰국장,"","","","",0,1,0,0,0,0,1,536,0,1,0,0,0,0,0.0,18.66,0.0,0.0,0.0,0.0
제헌,조한백,위원,무소속,전북 김제갑,"",4선,0,0,0,0,0,0,6,449,8,0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이형모,위원,자유당,전남 승주,"",재선,4,4,0,0,1,2,227,24846,7,3,0,0,1,2,1.61,1.61,0.0,0.0,0.4,0.8
제4대,홍순희,위원,민주당,전북 고창을,"",초선,0,0,0,0,0,0,11,6603,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,지금제가,농지관리국장,"","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최인규,내무부장관,자유당,경기 광주,"",초선,11,0,0,0,0,0,168,41169,9,0,0,0,0,0,2.67,0.0,0.0,0.0,0.0,0.0
제4대,박세경,"",자유당,전북 임실,"",재선,0,0,0,0,0,0,2,40,3,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,박경우,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,금년도에,해병대사령부인사국장,"","","","",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정의필,문교부보통교육국장,"","","","",0,1,0,0,0,0,7,878,0,1,0,0,0,0,0.0,11.39,0.0,0.0,0.0,0.0
제4대,어디를,육군본부군수국장,"","","","",0,0,0,0,0,0,1,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김재위,위원,자유당,경남 산청군,"",재선,12,0,0,0,0,0,63,3509,2,0,0,0,0,0,34.2,0.0,0.0,0.0,0.0,0.0
제2대,김준연,법무부장관,"","","","",0,0,0,0,0,0,2,1020,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김동욱,위원,무소속,경남 부산정,"",3선,2,1,0,0,0,0,29,3119,5,4,0,0,0,0,6.41,3.21,0.0,0.0,0.0,0.0
제3대,조병문,"",자유당,전남 진도군,"",재선,0,0,0,0,0,0,1,26,10,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이영언,위원장,자유당,"경남 부산시,영도갑","",재선,0,0,0,2,0,0,138,1642,0,0,0,2,0,0,0.0,0.0,0.0,12.18,0.0,0.0
제3대,오형근,위원,자유당,경기 가평,"",초선,0,0,0,0,0,0,13,923,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,윤성순,교통부장관,무소속,경기 포천,"",3선,6,0,0,0,0,0,15,5519,5,0,0,0,0,1,10.87,0.0,0.0,0.0,0.0,0.0
제3대,조순,의원,자유당,전남 곡성군,"",3선,1,0,0,0,0,0,103,15867,7,3,2,0,0,0,0.63,0.0,0.0,0.0,0.0,0.0
제헌,신현돈,의원,대한독립촉성국민회,전북 무주,"",재선,2,0,0,0,0,0,59,8506,2,0,0,0,0,0,2.35,0.0,0.0,0.0,0.0,0.0
제3대,현석호,의원,자유당,경북 예천군,"",재선,7,0,0,10,0,3,84,74343,6,1,1,1,0,2,0.94,0.0,0.0,1.35,0.0,0.4
제4대,윤재근,위원,무소속,경기 강화군,"",4선,1,1,0,0,0,0,77,6829,1,1,0,0,0,0,1.46,1.46,0.0,0.0,0.0,0.0
제2대,상환기한,"","","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,오형근,의원,자유당,경기 가평,"",초선,0,0,0,0,0,0,1,149,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,강영훈,육군본부관리부장,민주당,경기 양주갑,"",재선,3,0,0,0,0,0,51,1946,12,0,5,0,1,1,15.42,0.0,0.0,0.0,0.0,0.0
제2대,조봉암그,부의장,"","","","",0,0,0,0,0,0,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박세경,위원장,자유당,전북 임실,"",재선,0,0,0,0,0,0,90,3002,3,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,박우경,위원,무소속,충북 영동,"",초선,1,0,0,0,0,0,1,553,3,0,1,0,0,1,18.08,0.0,0.0,0.0,0.0,0.0
제4대,구흥남,의원,자유당,전남 화순,"",재선,0,0,0,0,0,0,10,4107,7,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김우삭,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,최창섭,의원,무소속,경남 합천을,"",3선,0,0,0,0,0,0,43,859,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,윤길중,문교위원장,무소속,강원 원주,"",6선,0,0,0,0,0,0,1,174,7,2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,나용균,의원,민주당,전북 정읍군갑,"",4선,0,0,0,0,0,0,3,2427,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박병권,위원,"","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최창섭,의원,자유당,경남 합천군을,"",3선,0,0,0,0,0,0,6,461,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,황숙현,의원,자유당,전남 광양,"",초선,0,0,0,0,0,0,2,1443,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박순석,내무위원장,자유당,경북 영일갑,"",3선,0,0,0,0,0,0,3,1255,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정현팔,증인,"","","","",0,0,0,0,0,0,12,482,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김영동,교통체신위원장,무소속,전북 고창갑,"",초선,0,0,0,0,0,0,20,1962,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김교현,의원,무소속,충북 보은,"",초선,0,1,0,0,0,0,53,9033,0,1,0,0,0,0,0.0,1.11,0.0,0.0,0.0,0.0
제2대,곽상훈,전원위원장,무소속,경기 인천시을,"",5선,0,0,0,0,0,0,3,573,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,수행,"","","","","",0,0,0,0,0,0,4,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,손석래,증인,"","","","",0,0,0,0,0,0,190,2170,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김재황,위원,무소속,서울 성동구을,"",초선,0,0,0,0,0,0,3,483,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이충환,의원,자유당,충북 진천군,"",6선,28,3,0,0,0,0,188,92422,24,8,1,1,0,3,3.03,0.32,0.0,0.0,0.0,0.0
제4대,저희들이,공군작전참모부장,"","","","",0,0,0,0,0,0,1,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,오길영,교통부자재국장,"","","","",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,의가사제,육군본부인사국장,"","","","",0,0,0,0,0,0,1,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,정상열,의원,자유당,충남 대전,"",초선,0,0,0,0,0,0,5,4652,5,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,임차주,의원,자유당,전북 순창군,"",3선,7,1,0,0,0,0,6,5004,1,1,0,0,0,0,13.99,2.0,0.0,0.0,0.0,0.0
제2대,윤택중,문교사회위원장,민주국민당,전북 익산을,"",3선,0,0,0,0,0,0,1,221,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,참모장,"","","","","",0,0,0,0,0,0,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김삭,위원,민주당,전남 무안병,"",초선,1,0,0,0,0,0,15,2105,1,0,0,0,0,0,4.75,0.0,0.0,0.0,0.0,0.0
제4대,저희들이,해병대사령부군수국장,"","","","",0,0,0,0,0,0,1,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김찬현,위원,"","","","",0,0,0,0,0,0,1,248,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김동욱,의원,무소속,경남 부산정,"",3선,6,11,0,0,0,0,83,43819,5,4,0,0,0,0,1.37,2.51,0.0,0.0,0.0,0.0
제4대,"",교통부자재국장,"","","","",3,0,0,0,0,0,36,1338,138,25,25,10,3,18,22.42,0.0,0.0,0.0,0.0,0.0
제4대,권오종,위원,민주당,경북 안동갑,"",재선,21,0,0,0,0,0,138,7296,5,0,0,0,0,0,28.78,0.0,0.0,0.0,0.0,0.0
제2대,김봉조,"",무소속,경북 청송,"",재선,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정규상,상공분과위원장,자유당,강원 영월,"",재선,0,0,0,0,0,0,1,675,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
제3대,역시,"","","","","",0,0,0,0,0,0,1,103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이영준,"",한국민주당,서울 동대문구을,"",4선,0,0,0,0,0,0,1,667,9,0,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
제3대,안정근,재무부세관국장,"","","","",0,0,0,0,0,0,6,340,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,제대증을,육군본부인사국장,"","","","",0,0,0,0,0,0,1,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,강인택,감찰위원장,"","","","",0,0,0,0,0,0,2,426,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김서일,상공부특허국장,"","","","",2,1,0,0,0,0,3,1048,1,1,0,0,0,0,19.08,9.54,0.0,0.0,0.0,0.0
제4대,정문흠,위원,자유당,경북 봉화군,"",3선,0,0,0,0,0,0,8,458,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,된장,육군본부군수국장,"","","","",1,0,0,0,0,0,1,122,1,0,0,0,0,0,81.97,0.0,0.0,0.0,0.0,0.0
제4대,강정규,증인,"","","","",1,0,0,0,0,0,28,673,1,0,0,0,0,0,14.86,0.0,0.0,0.0,0.0,0.0
제4대,김창우,한국운수외자부장,"","","","",0,0,0,0,0,0,1,62,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,관한,"","","","","",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,황경수,수해대책위원장,자유당,경기 평택,"",초선,0,0,0,0,0,0,4,786,3,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,백관수,법제사법분과위원장,한국민주당,전북 고창을,"",초선,4,0,0,0,0,0,1,1655,6,0,0,0,1,4,24.17,0.0,0.0,0.0,0.0,0.0
제2대,주영공사,"","","","","",0,0,0,0,0,0,1,803,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,장흥,병무국장,"","","","",0,0,0,0,0,0,1,299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김재황,의원,무소속,서울 성동구을,"",초선,3,0,0,0,0,0,15,12328,1,0,0,0,0,0,2.43,0.0,0.0,0.0,0.0,0.0
제헌,김상돈,특별조사위부위원장,무소속,서울 마포구,"",4선,8,0,0,0,0,0,1,2179,1,0,1,0,0,3,36.71,0.0,0.0,0.0,0.0,0.0
제3대,박도언,농림부농정국장,"","","","",0,0,0,0,0,0,1,149,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,손석두,의원,자유당,전남 장흥,"",재선,0,2,0,0,0,0,2,1655,2,4,0,0,0,0,0.0,12.08,0.0,0.0,0.0,0.0
제3대,송우범,국방위원장,자유당,충남 대덕,"",초선,0,0,0,0,0,0,2,311,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박흥규,의원,자유당,전남 광주병,"",재선,0,0,0,0,0,0,1,113,5,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,행정근무,육군본부군수국장,"","","","",0,0,0,0,0,0,1,119,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
